"Code","location","jobs","ESA_Code","title","abb"
"0","ACT/Queanbeyan",109,1,"Total ","Totl"
"0","Canterbury/Bankstown",170,2,"Total ","Totl"
"0","Central Coast",242,3,"Total ","Totl"
"0","Central Western Sydney",469,4,"Total ","Totl"
"0","Chifley",127,5,"Total ","Totl"
"0","Clarence",122,6,"Total ","Totl"
"0","Coffs Harbour",81,7,"Total ","Totl"
"0","Eastern Suburbs",130,8,"Total ","Totl"
"0","Eurobodalla",83,9,"Total ","Totl"
"0","Fairfield",196,10,"Total ","Totl"
"0","Far West",49,11,"Total ","Totl"
"0","Gwydir Namoi",93,12,"Total ","Totl"
"0","Hastings",54,13,"Total ","Totl"
"0","Hunter",199,14,"Total ","Totl"
"0","Inner Sydney",665,15,"Total ","Totl"
"0","Inner Western Sydney",107,16,"Total ","Totl"
"0","Keepit",46,17,"Total ","Totl"
"0","Lachlan",28,18,"Total ","Totl"
"0","Liverpool",206,19,"Total ","Totl"
"0","Lower Hunter",550,20,"Total ","Totl"
"0","Lower South Coast",29,21,"Total ","Totl"
"0","Macarthur",208,22,"Total ","Totl"
"0","Macleay",37,23,"Total ","Totl"
"0","Manning",106,24,"Total ","Totl"
"0","Murray Darling",11,25,"Total ","Totl"
"0","Nepean",211,26,"Total ","Totl"
"0","New England",161,27,"Total ","Totl"
"0","North Coast",154,28,"Total ","Totl"
"0","Northern Sydney",417,29,"Total ","Totl"
"0","Orana",364,30,"Total ","Totl"
"0","Outer Western Sydney",166,31,"Total ","Totl"
"0","Patterson",93,33,"Total ","Totl"
"0","Richmond",67,34,"Total ","Totl"
"0","Shoalhaven",138,35,"Total ","Totl"
"0","South Eastern",149,36,"Total ","Totl"
"0","Southern Ranges",74,37,"Total ","Totl"
"0","St George-Sutherland",161,38,"Total ","Totl"
"0","Sturt",73,39,"Total ","Totl"
"0","Tweed",90,40,"Total ","Totl"
"0","Upper Hunter",252,41,"Total ","Totl"
"0","Windamere",46,42,"Total ","Totl"
"0","Wollongong",138,43,"Total ","Totl"
"0","Bayside",509,44,"Total ","Totl"
"0","Bendigo",72,45,"Total ","Totl"
"0","Calder",310,46,"Total ","Totl"
"0","East Gippsland",30,47,"Total ","Totl"
"0","Eureka",21,48,"Total ","Totl"
"0","Geelong",34,49,"Total ","Totl"
"0","Goulburn Valley",112,50,"Total ","Totl"
"0","Grampians",11,51,"Total ","Totl"
"0","Hampden",14,52,"Total ","Totl"
"0","Kiewa",14,53,"Total ","Totl"
"0","Latrobe Valley",76,54,"Total ","Totl"
"0","Maroondah",318,55,"Total ","Totl"
"0","Mid Murray",17,56,"Total ","Totl"
"0","Monash",94,57,"Total ","Totl"
"0","Ovens",50,58,"Total ","Totl"
"0","Peninsula",235,59,"Total ","Totl"
"0","Plenty",114,60,"Total ","Totl"
"0","Sunraysia",17,61,"Total ","Totl"
"0","Western District",32,62,"Total ","Totl"
"0","Westgate",405,63,"Total ","Totl"
"0","Yarra",516,64,"Total ","Totl"
"0","Bundaberg",133,65,"Total ","Totl"
"0","Cairns",241,66,"Total ","Totl"
"0","Capricornia",135,67,"Total ","Totl"
"0","Far North",7,68,"Total ","Totl"
"0","Fraser Coast",193,69,"Total ","Totl"
"0","Gladstone",145,70,"Total ","Totl"
"0","Gold Coast",842,71,"Total ","Totl"
"0","Gympie",104,72,"Total ","Totl"
"0","Ipswich",104,73,"Total ","Totl"
"0","Logan",356,74,"Total ","Totl"
"0","Mackay",239,75,"Total ","Totl"
"0","Mt Isa",72,76,"Total ","Totl"
"0","North Brisbane",470,77,"Total ","Totl"
"0","Outer North Brisbane",72,78,"Total ","Totl"
"0","South Brisbane",433,79,"Total ","Totl"
"0","Sunshine Coast",179,80,"Total ","Totl"
"0","Toowoomba",183,81,"Total ","Totl"
"0","Townsville",215,82,"Total ","Totl"
"0","Warwick",40,83,"Total ","Totl"
"0","Western Downs",147,84,"Total ","Totl"
"0","Adelaide Hills",27,85,"Total ","Totl"
"0","Eastern Adelaide",337,86,"Total ","Totl"
"0","Fleurieu/Kangaroo Island",54,87,"Total ","Totl"
"0","Gawler",80,88,"Total ","Totl"
"0","Kadina/Clare",18,89,"Total ","Totl"
"0","Murraylands",14,90,"Total ","Totl"
"0","North Country",24,91,"Total ","Totl"
"0","Northern Adelaide",241,92,"Total ","Totl"
"0","Port Lincoln/Ceduna",5,93,"Total ","Totl"
"0","Port Pirie",8,94,"Total ","Totl"
"0","Riverland",16,95,"Total ","Totl"
"0","South East",33,96,"Total ","Totl"
"0","Southern Adelaide",274,97,"Total ","Totl"
"0","Western Adelaide",239,98,"Total ","Totl"
"0","Central and West Metro",540,99,"Total ","Totl"
"0","Dale",82,100,"Total ","Totl"
"0","East Metro",255,101,"Total ","Totl"
"0","Goldfields/Esperance",37,102,"Total ","Totl"
"0","Kimberley",24,103,"Total ","Totl"
"0","Mid West and Gascoyne",54,104,"Total ","Totl"
"0","Midlands/Wheatbelt",39,105,"Total ","Totl"
"0","North Metro",240,106,"Total ","Totl"
"0","Southern",193,108,"Total ","Totl"
"0","Hobart",155,109,"Total ","Totl"
"0","Launceston",26,110,"Total ","Totl"
"0","West and North West",76,111,"Total ","Totl"
"0","Alice Springs",185,112,"Total ","Totl"
"0","Darwin",180,113,"Total ","Totl"
"11","Gold Coast",1,71,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Fairfield",1,10,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Mt Isa",1,76,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Bundaberg",1,65,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Manning",1,24,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Central and West Metro",1,99,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Central Western Sydney",1,4,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Shoalhaven",3,35,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","North Brisbane",2,77,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Eastern Adelaide",1,86,"Chief Executives, General Managers and Legislators","CEGMaL"
"11","Gwydir Namoi",1,12,"Chief Executives, General Managers and Legislators","CEGMaL"
"12","Bundaberg",1,65,"Farmers and Farm Managers","FaFM"
"12","Southern",1,108,"Farmers and Farm Managers","FaFM"
"12","South Eastern",1,36,"Farmers and Farm Managers","FaFM"
"12","West and North West",1,111,"Farmers and Farm Managers","FaFM"
"12","Murraylands",1,90,"Farmers and Farm Managers","FaFM"
"12","East Gippsland",1,47,"Farmers and Farm Managers","FaFM"
"12","Western Downs",1,84,"Farmers and Farm Managers","FaFM"
"12","Gympie",1,72,"Farmers and Farm Managers","FaFM"
"12","Patterson",2,33,"Farmers and Farm Managers","FaFM"
"12","Bendigo",1,45,"Farmers and Farm Managers","FaFM"
"12","South Brisbane",1,79,"Farmers and Farm Managers","FaFM"
"12","Goulburn Valley",1,50,"Farmers and Farm Managers","FaFM"
"12","Central Coast",1,3,"Farmers and Farm Managers","FaFM"
"12","Murray Darling",1,25,"Farmers and Farm Managers","FaFM"
"12","Orana",2,30,"Farmers and Farm Managers","FaFM"
"12","Ipswich",1,73,"Farmers and Farm Managers","FaFM"
"12","Northern Adelaide",1,92,"Farmers and Farm Managers","FaFM"
"12","Peninsula",1,59,"Farmers and Farm Managers","FaFM"
"12","Townsville",1,82,"Farmers and Farm Managers","FaFM"
"13","Gympie",2,72,"Specialist Managers","SpcM"
"13","Western Downs",1,84,"Specialist Managers","SpcM"
"13","Mid West and Gascoyne",1,104,"Specialist Managers","SpcM"
"13","New England",1,27,"Specialist Managers","SpcM"
"13","Northern Adelaide",1,92,"Specialist Managers","SpcM"
"13","Canterbury/Bankstown",2,2,"Specialist Managers","SpcM"
"13","Southern Ranges",1,37,"Specialist Managers","SpcM"
"13","Inner Western Sydney",2,16,"Specialist Managers","SpcM"
"13","Central and West Metro",4,99,"Specialist Managers","SpcM"
"13","Ipswich",3,73,"Specialist Managers","SpcM"
"13","Cairns",1,66,"Specialist Managers","SpcM"
"13","Liverpool",1,19,"Specialist Managers","SpcM"
"13","Lower Hunter",5,20,"Specialist Managers","SpcM"
"13","Fraser Coast",2,69,"Specialist Managers","SpcM"
"13","Gwydir Namoi",2,12,"Specialist Managers","SpcM"
"13","Coffs Harbour",3,7,"Specialist Managers","SpcM"
"13","Northern Sydney",17,29,"Specialist Managers","SpcM"
"13","East Gippsland",1,47,"Specialist Managers","SpcM"
"13","East Metro",3,101,"Specialist Managers","SpcM"
"13","South Eastern",1,36,"Specialist Managers","SpcM"
"13","Lower South Coast",1,21,"Specialist Managers","SpcM"
"13","Maroondah",3,55,"Specialist Managers","SpcM"
"13","Windamere",1,42,"Specialist Managers","SpcM"
"13","Alice Springs",1,112,"Specialist Managers","SpcM"
"13","Orana",6,30,"Specialist Managers","SpcM"
"13","Monash",3,57,"Specialist Managers","SpcM"
"13","Darwin",5,113,"Specialist Managers","SpcM"
"13","West and North West",3,111,"Specialist Managers","SpcM"
"13","Mackay",1,75,"Specialist Managers","SpcM"
"13","Toowoomba",1,81,"Specialist Managers","SpcM"
"13","South Brisbane",4,79,"Specialist Managers","SpcM"
"13","Hobart",3,109,"Specialist Managers","SpcM"
"13","Western Adelaide",1,98,"Specialist Managers","SpcM"
"13","Sturt",1,39,"Specialist Managers","SpcM"
"13","Lachlan",1,18,"Specialist Managers","SpcM"
"13","Chifley",1,5,"Specialist Managers","SpcM"
"13","Keepit",2,17,"Specialist Managers","SpcM"
"13","Wollongong",3,43,"Specialist Managers","SpcM"
"13","Clarence",1,6,"Specialist Managers","SpcM"
"13","Bayside",7,44,"Specialist Managers","SpcM"
"13","Yarra",12,64,"Specialist Managers","SpcM"
"13","Hastings",1,13,"Specialist Managers","SpcM"
"13","Fairfield",2,10,"Specialist Managers","SpcM"
"13","Manning",1,24,"Specialist Managers","SpcM"
"13","Eastern Adelaide",4,86,"Specialist Managers","SpcM"
"13","Plenty",5,60,"Specialist Managers","SpcM"
"13","Central Western Sydney",9,4,"Specialist Managers","SpcM"
"13","Far West",1,11,"Specialist Managers","SpcM"
"13","Hunter",1,14,"Specialist Managers","SpcM"
"13","Mid Murray",1,56,"Specialist Managers","SpcM"
"13","Upper Hunter",2,41,"Specialist Managers","SpcM"
"13","Outer Western Sydney",3,31,"Specialist Managers","SpcM"
"13","St George-Sutherland",3,38,"Specialist Managers","SpcM"
"13","Calder",5,46,"Specialist Managers","SpcM"
"13","Gold Coast",10,71,"Specialist Managers","SpcM"
"13","Shoalhaven",1,35,"Specialist Managers","SpcM"
"13","Southern Adelaide",4,97,"Specialist Managers","SpcM"
"13","North Metro",2,106,"Specialist Managers","SpcM"
"13","Sunshine Coast",3,80,"Specialist Managers","SpcM"
"13","Inner Sydney",14,15,"Specialist Managers","SpcM"
"13","Central Coast",1,3,"Specialist Managers","SpcM"
"13","Fleurieu/Kangaroo Island",1,87,"Specialist Managers","SpcM"
"13","Outer North Brisbane",1,78,"Specialist Managers","SpcM"
"13","Bundaberg",3,65,"Specialist Managers","SpcM"
"13","Capricornia",3,67,"Specialist Managers","SpcM"
"13","Macarthur",1,22,"Specialist Managers","SpcM"
"13","North Brisbane",8,77,"Specialist Managers","SpcM"
"13","Eastern Suburbs",3,8,"Specialist Managers","SpcM"
"13","Nepean",1,26,"Specialist Managers","SpcM"
"13","Logan",5,74,"Specialist Managers","SpcM"
"13","Westgate",5,63,"Specialist Managers","SpcM"
"13","Peninsula",2,59,"Specialist Managers","SpcM"
"14","ACT/Queanbeyan",1,1,"Hospitality, Retail and Service Managers","HRaSM"
"14","Macleay",1,23,"Hospitality, Retail and Service Managers","HRaSM"
"14","Ipswich",2,73,"Hospitality, Retail and Service Managers","HRaSM"
"14","Gawler",1,88,"Hospitality, Retail and Service Managers","HRaSM"
"14","Gladstone",2,70,"Hospitality, Retail and Service Managers","HRaSM"
"14","Outer North Brisbane",1,78,"Hospitality, Retail and Service Managers","HRaSM"
"14","Fairfield",1,10,"Hospitality, Retail and Service Managers","HRaSM"
"14","Cairns",5,66,"Hospitality, Retail and Service Managers","HRaSM"
"14","Southern Ranges",1,37,"Hospitality, Retail and Service Managers","HRaSM"
"14","Monash",2,57,"Hospitality, Retail and Service Managers","HRaSM"
"14","Maroondah",1,55,"Hospitality, Retail and Service Managers","HRaSM"
"14","Northern Adelaide",5,92,"Hospitality, Retail and Service Managers","HRaSM"
"14","Hunter",2,14,"Hospitality, Retail and Service Managers","HRaSM"
"14","North Brisbane",9,77,"Hospitality, Retail and Service Managers","HRaSM"
"14","Sunshine Coast",4,80,"Hospitality, Retail and Service Managers","HRaSM"
"14","Eastern Adelaide",9,86,"Hospitality, Retail and Service Managers","HRaSM"
"14","Central Western Sydney",9,4,"Hospitality, Retail and Service Managers","HRaSM"
"14","Hobart",2,109,"Hospitality, Retail and Service Managers","HRaSM"
"14","Plenty",1,60,"Hospitality, Retail and Service Managers","HRaSM"
"14","Manning",3,24,"Hospitality, Retail and Service Managers","HRaSM"
"14","Central and West Metro",9,99,"Hospitality, Retail and Service Managers","HRaSM"
"14","Dale",1,100,"Hospitality, Retail and Service Managers","HRaSM"
"14","New England",2,27,"Hospitality, Retail and Service Managers","HRaSM"
"14","Sturt",2,39,"Hospitality, Retail and Service Managers","HRaSM"
"14","Hampden",1,52,"Hospitality, Retail and Service Managers","HRaSM"
"14","Upper Hunter",7,41,"Hospitality, Retail and Service Managers","HRaSM"
"14","Fleurieu/Kangaroo Island",1,87,"Hospitality, Retail and Service Managers","HRaSM"
"14","Outer Western Sydney",2,31,"Hospitality, Retail and Service Managers","HRaSM"
"14","Yarra",11,64,"Hospitality, Retail and Service Managers","HRaSM"
"14","Kadina/Clare",1,89,"Hospitality, Retail and Service Managers","HRaSM"
"14","Midlands/Wheatbelt",1,105,"Hospitality, Retail and Service Managers","HRaSM"
"14","Townsville",3,82,"Hospitality, Retail and Service Managers","HRaSM"
"14","Western Downs",1,84,"Hospitality, Retail and Service Managers","HRaSM"
"14","Southern",1,108,"Hospitality, Retail and Service Managers","HRaSM"
"14","Mackay",2,75,"Hospitality, Retail and Service Managers","HRaSM"
"14","Gold Coast",19,71,"Hospitality, Retail and Service Managers","HRaSM"
"14","Bayside",5,44,"Hospitality, Retail and Service Managers","HRaSM"
"14","Lower South Coast",1,21,"Hospitality, Retail and Service Managers","HRaSM"
"14","Tweed",2,40,"Hospitality, Retail and Service Managers","HRaSM"
"14","Patterson",3,33,"Hospitality, Retail and Service Managers","HRaSM"
"14","Calder",2,46,"Hospitality, Retail and Service Managers","HRaSM"
"14","Alice Springs",2,112,"Hospitality, Retail and Service Managers","HRaSM"
"14","Shoalhaven",5,35,"Hospitality, Retail and Service Managers","HRaSM"
"14","Clarence",6,6,"Hospitality, Retail and Service Managers","HRaSM"
"14","Northern Sydney",4,29,"Hospitality, Retail and Service Managers","HRaSM"
"14","Riverland",2,95,"Hospitality, Retail and Service Managers","HRaSM"
"14","Far West",2,11,"Hospitality, Retail and Service Managers","HRaSM"
"14","Western Adelaide",4,98,"Hospitality, Retail and Service Managers","HRaSM"
"14","Grampians",1,51,"Hospitality, Retail and Service Managers","HRaSM"
"14","Darwin",10,113,"Hospitality, Retail and Service Managers","HRaSM"
"14","Inner Sydney",13,15,"Hospitality, Retail and Service Managers","HRaSM"
"14","Liverpool",2,19,"Hospitality, Retail and Service Managers","HRaSM"
"14","Kiewa",1,53,"Hospitality, Retail and Service Managers","HRaSM"
"14","North Coast",1,28,"Hospitality, Retail and Service Managers","HRaSM"
"14","Macarthur",4,22,"Hospitality, Retail and Service Managers","HRaSM"
"14","Nepean",3,26,"Hospitality, Retail and Service Managers","HRaSM"
"14","Hastings",1,13,"Hospitality, Retail and Service Managers","HRaSM"
"14","Westgate",3,63,"Hospitality, Retail and Service Managers","HRaSM"
"14","Ovens",3,58,"Hospitality, Retail and Service Managers","HRaSM"
"14","South Eastern",3,36,"Hospitality, Retail and Service Managers","HRaSM"
"14","Gympie",3,72,"Hospitality, Retail and Service Managers","HRaSM"
"14","Orana",6,30,"Hospitality, Retail and Service Managers","HRaSM"
"14","East Metro",4,101,"Hospitality, Retail and Service Managers","HRaSM"
"14","Canterbury/Bankstown",1,2,"Hospitality, Retail and Service Managers","HRaSM"
"14","Wollongong",5,43,"Hospitality, Retail and Service Managers","HRaSM"
"14","Eastern Suburbs",4,8,"Hospitality, Retail and Service Managers","HRaSM"
"14","Peninsula",2,59,"Hospitality, Retail and Service Managers","HRaSM"
"14","St George-Sutherland",1,38,"Hospitality, Retail and Service Managers","HRaSM"
"14","Coffs Harbour",1,7,"Hospitality, Retail and Service Managers","HRaSM"
"14","Gwydir Namoi",2,12,"Hospitality, Retail and Service Managers","HRaSM"
"14","South Brisbane",3,79,"Hospitality, Retail and Service Managers","HRaSM"
"14","Logan",2,74,"Hospitality, Retail and Service Managers","HRaSM"
"14","Fraser Coast",5,69,"Hospitality, Retail and Service Managers","HRaSM"
"14","Goulburn Valley",1,50,"Hospitality, Retail and Service Managers","HRaSM"
"14","Capricornia",2,67,"Hospitality, Retail and Service Managers","HRaSM"
"14","Lachlan",1,18,"Hospitality, Retail and Service Managers","HRaSM"
"14","Lower Hunter",4,20,"Hospitality, Retail and Service Managers","HRaSM"
"14","Central Coast",3,3,"Hospitality, Retail and Service Managers","HRaSM"
"14","Eurobodalla",4,9,"Hospitality, Retail and Service Managers","HRaSM"
"14","Southern Adelaide",5,97,"Hospitality, Retail and Service Managers","HRaSM"
"21","Hobart",1,109,"Arts and Media Professionals","AaMP"
"21","Central Western Sydney",3,4,"Arts and Media Professionals","AaMP"
"21","Bayside",2,44,"Arts and Media Professionals","AaMP"
"21","Eastern Suburbs",2,8,"Arts and Media Professionals","AaMP"
"21","Logan",2,74,"Arts and Media Professionals","AaMP"
"21","Townsville",1,82,"Arts and Media Professionals","AaMP"
"21","Calder",1,46,"Arts and Media Professionals","AaMP"
"21","Central Coast",1,3,"Arts and Media Professionals","AaMP"
"21","Outer Western Sydney",1,31,"Arts and Media Professionals","AaMP"
"21","Southern Ranges",1,37,"Arts and Media Professionals","AaMP"
"21","Yarra",6,64,"Arts and Media Professionals","AaMP"
"21","Maroondah",1,55,"Arts and Media Professionals","AaMP"
"21","Western District",1,62,"Arts and Media Professionals","AaMP"
"21","Orana",2,30,"Arts and Media Professionals","AaMP"
"21","Inner Sydney",15,15,"Arts and Media Professionals","AaMP"
"21","Southern Adelaide",2,97,"Arts and Media Professionals","AaMP"
"21","Eastern Adelaide",1,86,"Arts and Media Professionals","AaMP"
"21","Hunter",1,14,"Arts and Media Professionals","AaMP"
"21","St George-Sutherland",1,38,"Arts and Media Professionals","AaMP"
"21","South Brisbane",2,79,"Arts and Media Professionals","AaMP"
"21","Gold Coast",6,71,"Arts and Media Professionals","AaMP"
"21","Northern Sydney",6,29,"Arts and Media Professionals","AaMP"
"21","Hastings",1,13,"Arts and Media Professionals","AaMP"
"21","Clarence",2,6,"Arts and Media Professionals","AaMP"
"21","Capricornia",1,67,"Arts and Media Professionals","AaMP"
"21","North Brisbane",1,77,"Arts and Media Professionals","AaMP"
"21","Westgate",2,63,"Arts and Media Professionals","AaMP"
"21","Eurobodalla",1,9,"Arts and Media Professionals","AaMP"
"21","Plenty",1,60,"Arts and Media Professionals","AaMP"
"21","Fairfield",2,10,"Arts and Media Professionals","AaMP"
"21","Nepean",1,26,"Arts and Media Professionals","AaMP"
"21","East Metro",2,101,"Arts and Media Professionals","AaMP"
"21","Sturt",1,39,"Arts and Media Professionals","AaMP"
"22","Ipswich",1,73,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Dale",1,100,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Warwick",1,83,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Northern Adelaide",1,92,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Chifley",2,5,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Kiewa",1,53,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Outer Western Sydney",2,31,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Coffs Harbour",3,7,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Southern",3,108,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Yarra",27,64,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Clarence",2,6,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Central Coast",3,3,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Inner Sydney",43,15,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Mt Isa",2,76,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","New England",2,27,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Calder",6,46,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Capricornia",3,67,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Nepean",4,26,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Sunraysia",1,61,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Central Western Sydney",14,4,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Bundaberg",3,65,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Mackay",4,75,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Gladstone",1,70,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Monash",3,57,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Canterbury/Bankstown",3,2,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Launceston",1,110,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Westgate",3,63,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Peninsula",3,59,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Fleurieu/Kangaroo Island",1,87,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","ACT/Queanbeyan",4,1,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Macleay",4,23,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Sunshine Coast",1,80,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","North Country",1,91,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Logan",2,74,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","South East",4,96,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Richmond",6,34,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","East Metro",3,101,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Gwydir Namoi",4,12,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Fraser Coast",3,69,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Gympie",1,72,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Tweed",1,40,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Patterson",2,33,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Macarthur",1,22,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","North Brisbane",14,77,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","St George-Sutherland",1,38,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Eastern Adelaide",7,86,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","North Metro",2,106,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Hobart",1,109,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Townsville",3,82,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Eurobodalla",2,9,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Central and West Metro",8,99,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Bendigo",1,45,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Port Lincoln/Ceduna",1,93,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Liverpool",3,19,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Northern Sydney",8,29,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Maroondah",1,55,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Goulburn Valley",4,50,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Alice Springs",4,112,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Eastern Suburbs",5,8,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","North Coast",3,28,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Latrobe Valley",4,54,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Ovens",2,58,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Outer North Brisbane",2,78,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Fairfield",1,10,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","South Brisbane",5,79,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Bayside",9,44,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Upper Hunter",1,41,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Geelong",2,49,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Shoalhaven",1,35,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Western Adelaide",1,98,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Hunter",1,14,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Lower Hunter",9,20,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Manning",1,24,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","South Eastern",1,36,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Darwin",6,113,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Plenty",2,60,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Orana",2,30,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Gold Coast",14,71,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Southern Adelaide",2,97,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Toowoomba",6,81,"Business, Human Resource and Marketing Professionals","BHRaMP"
"22","Cairns",5,66,"Business, Human Resource and Marketing Professionals","BHRaMP"
"23","Nepean",2,26,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Hastings",1,13,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Ipswich",2,73,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Fleurieu/Kangaroo Island",1,87,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Upper Hunter",3,41,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","North Metro",1,106,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Outer Western Sydney",3,31,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Yarra",7,64,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","St George-Sutherland",5,38,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Eurobodalla",2,9,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Townsville",4,82,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Southern",2,108,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Bayside",4,44,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Tweed",1,40,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Northern Sydney",7,29,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","ACT/Queanbeyan",1,1,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Adelaide Hills",1,85,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Calder",5,46,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Eastern Suburbs",1,8,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","North Brisbane",10,77,"Design, Engineering, Science and Transport Professionals","DESaTP"
"23","Western Downs",2,84,"Design, Engineering, Science and Transport Professionals","DESaTP"
