"Code","location","jobs","ESA_Code","title","abb"
"44","Lower South Coast",1,21,"Protective Service Workers","PrSW"
"44","Liverpool",1,19,"Protective Service Workers","PrSW"
"44","Kiewa",1,53,"Protective Service Workers","PrSW"
"44","Yarra",16,64,"Protective Service Workers","PrSW"
"44","Hunter",2,14,"Protective Service Workers","PrSW"
"44","St George-Sutherland",3,38,"Protective Service Workers","PrSW"
"44","Calder",7,46,"Protective Service Workers","PrSW"
"44","South Eastern",11,36,"Protective Service Workers","PrSW"
"44","Nepean",1,26,"Protective Service Workers","PrSW"
"44","New England",1,27,"Protective Service Workers","PrSW"
"44","Cairns",4,66,"Protective Service Workers","PrSW"
"44","Fraser Coast",1,69,"Protective Service Workers","PrSW"
"44","Gold Coast",12,71,"Protective Service Workers","PrSW"
"44","Western Downs",4,84,"Protective Service Workers","PrSW"
"44","Logan",1,74,"Protective Service Workers","PrSW"
"44","Coffs Harbour",2,7,"Protective Service Workers","PrSW"
"44","Southern Adelaide",2,97,"Protective Service Workers","PrSW"
"44","Chifley",2,5,"Protective Service Workers","PrSW"
"44","Wollongong",2,43,"Protective Service Workers","PrSW"
"44","Townsville",3,82,"Protective Service Workers","PrSW"
"44","Tweed",1,40,"Protective Service Workers","PrSW"
"44","Gwydir Namoi",1,12,"Protective Service Workers","PrSW"
"44","South Brisbane",9,79,"Protective Service Workers","PrSW"
"44","ACT/Queanbeyan",1,1,"Protective Service Workers","PrSW"
"44","East Gippsland",1,47,"Protective Service Workers","PrSW"
"44","Lower Hunter",11,20,"Protective Service Workers","PrSW"
"44","Eastern Suburbs",2,8,"Protective Service Workers","PrSW"
"44","Richmond",1,34,"Protective Service Workers","PrSW"
"44","Orana",4,30,"Protective Service Workers","PrSW"
"44","Clarence",8,6,"Protective Service Workers","PrSW"
"44","Far West",1,11,"Protective Service Workers","PrSW"
"44","Northern Sydney",6,29,"Protective Service Workers","PrSW"
"44","Alice Springs",1,112,"Protective Service Workers","PrSW"
"45","Peninsula",1,59,"Sports and Personal Service Workers","SaPSW"
"45","Dale",1,100,"Sports and Personal Service Workers","SaPSW"
"45","Upper Hunter",2,41,"Sports and Personal Service Workers","SaPSW"
"45","Central and West Metro",2,99,"Sports and Personal Service Workers","SaPSW"
"45","North Brisbane",7,77,"Sports and Personal Service Workers","SaPSW"
"45","Capricornia",1,67,"Sports and Personal Service Workers","SaPSW"
"45","Central Western Sydney",8,4,"Sports and Personal Service Workers","SaPSW"
"45","Eastern Adelaide",1,86,"Sports and Personal Service Workers","SaPSW"
"45","New England",6,27,"Sports and Personal Service Workers","SaPSW"
"45","West and North West",1,111,"Sports and Personal Service Workers","SaPSW"
"45","Plenty",2,60,"Sports and Personal Service Workers","SaPSW"
"45","Maroondah",2,55,"Sports and Personal Service Workers","SaPSW"
"45","Wollongong",2,43,"Sports and Personal Service Workers","SaPSW"
"45","Central Coast",4,3,"Sports and Personal Service Workers","SaPSW"
"45","Gold Coast",14,71,"Sports and Personal Service Workers","SaPSW"
"45","Nepean",4,26,"Sports and Personal Service Workers","SaPSW"
"45","Outer Western Sydney",4,31,"Sports and Personal Service Workers","SaPSW"
"45","Gympie",1,72,"Sports and Personal Service Workers","SaPSW"
"45","Southern",1,108,"Sports and Personal Service Workers","SaPSW"
"45","Orana",3,30,"Sports and Personal Service Workers","SaPSW"
"45","Geelong",1,49,"Sports and Personal Service Workers","SaPSW"
"45","East Metro",3,101,"Sports and Personal Service Workers","SaPSW"
"45","Manning",1,24,"Sports and Personal Service Workers","SaPSW"
"45","Western Downs",1,84,"Sports and Personal Service Workers","SaPSW"
"45","Toowoomba",1,81,"Sports and Personal Service Workers","SaPSW"
"45","Murraylands",1,90,"Sports and Personal Service Workers","SaPSW"
"45","Northern Adelaide",1,92,"Sports and Personal Service Workers","SaPSW"
"45","Eurobodalla",3,9,"Sports and Personal Service Workers","SaPSW"
"45","Yarra",7,64,"Sports and Personal Service Workers","SaPSW"
"45","Westgate",8,63,"Sports and Personal Service Workers","SaPSW"
"45","Fraser Coast",2,69,"Sports and Personal Service Workers","SaPSW"
"45","Southern Adelaide",6,97,"Sports and Personal Service Workers","SaPSW"
"45","Richmond",1,34,"Sports and Personal Service Workers","SaPSW"
"45","Chifley",1,5,"Sports and Personal Service Workers","SaPSW"
"45","East Gippsland",1,47,"Sports and Personal Service Workers","SaPSW"
"45","Cairns",2,66,"Sports and Personal Service Workers","SaPSW"
"45","Clarence",3,6,"Sports and Personal Service Workers","SaPSW"
"45","Liverpool",3,19,"Sports and Personal Service Workers","SaPSW"
"45","North Coast",2,28,"Sports and Personal Service Workers","SaPSW"
"45","South Eastern",2,36,"Sports and Personal Service Workers","SaPSW"
"45","Inner Sydney",8,15,"Sports and Personal Service Workers","SaPSW"
"45","Sunshine Coast",2,80,"Sports and Personal Service Workers","SaPSW"
"45","Inner Western Sydney",2,16,"Sports and Personal Service Workers","SaPSW"
"45","Darwin",5,113,"Sports and Personal Service Workers","SaPSW"
"45","Townsville",2,82,"Sports and Personal Service Workers","SaPSW"
"45","South Brisbane",1,79,"Sports and Personal Service Workers","SaPSW"
"45","Bayside",3,44,"Sports and Personal Service Workers","SaPSW"
"45","Ipswich",2,73,"Sports and Personal Service Workers","SaPSW"
"45","Shoalhaven",2,35,"Sports and Personal Service Workers","SaPSW"
"45","Mackay",2,75,"Sports and Personal Service Workers","SaPSW"
"45","North Metro",2,106,"Sports and Personal Service Workers","SaPSW"
"45","Fairfield",5,10,"Sports and Personal Service Workers","SaPSW"
"45","Logan",1,74,"Sports and Personal Service Workers","SaPSW"
"45","Calder",7,46,"Sports and Personal Service Workers","SaPSW"
"45","Northern Sydney",10,29,"Sports and Personal Service Workers","SaPSW"
"45","Lower Hunter",3,20,"Sports and Personal Service Workers","SaPSW"
"45","Alice Springs",3,112,"Sports and Personal Service Workers","SaPSW"
"45","Hunter",3,14,"Sports and Personal Service Workers","SaPSW"
"45","ACT/Queanbeyan",1,1,"Sports and Personal Service Workers","SaPSW"
"45","Macarthur",5,22,"Sports and Personal Service Workers","SaPSW"
"45","Eastern Suburbs",2,8,"Sports and Personal Service Workers","SaPSW"
"45","Latrobe Valley",2,54,"Sports and Personal Service Workers","SaPSW"
"51","Central and West Metro",6,99,"Office Managers and Program Administrators","OMaPA"
"51","Nepean",1,26,"Office Managers and Program Administrators","OMaPA"
"51","Westgate",2,63,"Office Managers and Program Administrators","OMaPA"
"51","Mid Murray",1,56,"Office Managers and Program Administrators","OMaPA"
"51","Capricornia",2,67,"Office Managers and Program Administrators","OMaPA"
"51","Canterbury/Bankstown",1,2,"Office Managers and Program Administrators","OMaPA"
"51","Grampians",1,51,"Office Managers and Program Administrators","OMaPA"
"51","Goldfields/Esperance",1,102,"Office Managers and Program Administrators","OMaPA"
"51","Manning",3,24,"Office Managers and Program Administrators","OMaPA"
"51","Southern",1,108,"Office Managers and Program Administrators","OMaPA"
"51","Plenty",1,60,"Office Managers and Program Administrators","OMaPA"
"51","Western Downs",1,84,"Office Managers and Program Administrators","OMaPA"
"51","Outer Western Sydney",1,31,"Office Managers and Program Administrators","OMaPA"
"51","St George-Sutherland",1,38,"Office Managers and Program Administrators","OMaPA"
"51","Fraser Coast",1,69,"Office Managers and Program Administrators","OMaPA"
"51","Sunshine Coast",1,80,"Office Managers and Program Administrators","OMaPA"
"51","Yarra",5,64,"Office Managers and Program Administrators","OMaPA"
"51","Tweed",3,40,"Office Managers and Program Administrators","OMaPA"
"51","Peninsula",1,59,"Office Managers and Program Administrators","OMaPA"
"51","Murray Darling",1,25,"Office Managers and Program Administrators","OMaPA"
"51","Mt Isa",2,76,"Office Managers and Program Administrators","OMaPA"
"51","Gold Coast",4,71,"Office Managers and Program Administrators","OMaPA"
"51","Eastern Adelaide",2,86,"Office Managers and Program Administrators","OMaPA"
"51","Central Western Sydney",6,4,"Office Managers and Program Administrators","OMaPA"
"51","Hobart",1,109,"Office Managers and Program Administrators","OMaPA"
"51","Darwin",2,113,"Office Managers and Program Administrators","OMaPA"
"51","Ovens",1,58,"Office Managers and Program Administrators","OMaPA"
"51","Toowoomba",1,81,"Office Managers and Program Administrators","OMaPA"
"51","Bayside",1,44,"Office Managers and Program Administrators","OMaPA"
"51","Calder",1,46,"Office Managers and Program Administrators","OMaPA"
"51","Central Coast",3,3,"Office Managers and Program Administrators","OMaPA"
"51","Midlands/Wheatbelt",1,105,"Office Managers and Program Administrators","OMaPA"
"51","Mid West and Gascoyne",1,104,"Office Managers and Program Administrators","OMaPA"
"51","Cairns",2,66,"Office Managers and Program Administrators","OMaPA"
"51","Richmond",1,34,"Office Managers and Program Administrators","OMaPA"
"51","Liverpool",1,19,"Office Managers and Program Administrators","OMaPA"
"51","Northern Adelaide",1,92,"Office Managers and Program Administrators","OMaPA"
"51","Logan",5,74,"Office Managers and Program Administrators","OMaPA"
"51","Northern Sydney",3,29,"Office Managers and Program Administrators","OMaPA"
"51","North Metro",2,106,"Office Managers and Program Administrators","OMaPA"
"51","Gladstone",1,70,"Office Managers and Program Administrators","OMaPA"
"51","North Coast",2,28,"Office Managers and Program Administrators","OMaPA"
"51","Maroondah",1,55,"Office Managers and Program Administrators","OMaPA"
"51","Inner Western Sydney",1,16,"Office Managers and Program Administrators","OMaPA"
"51","North Brisbane",7,77,"Office Managers and Program Administrators","OMaPA"
"51","Alice Springs",2,112,"Office Managers and Program Administrators","OMaPA"
"51","ACT/Queanbeyan",1,1,"Office Managers and Program Administrators","OMaPA"
"51","Mackay",1,75,"Office Managers and Program Administrators","OMaPA"
"51","Fairfield",1,10,"Office Managers and Program Administrators","OMaPA"
"51","South Brisbane",2,79,"Office Managers and Program Administrators","OMaPA"
"51","Sturt",1,39,"Office Managers and Program Administrators","OMaPA"
"51","Shoalhaven",2,35,"Office Managers and Program Administrators","OMaPA"
"51","Macarthur",2,22,"Office Managers and Program Administrators","OMaPA"
"51","Lower Hunter",8,20,"Office Managers and Program Administrators","OMaPA"
"51","Monash",1,57,"Office Managers and Program Administrators","OMaPA"
"51","Inner Sydney",8,15,"Office Managers and Program Administrators","OMaPA"
"52","Inner Sydney",3,15,"Personal Assistants and Secretaries","PAaS"
"52","Coffs Harbour",1,7,"Personal Assistants and Secretaries","PAaS"
"52","Bendigo",1,45,"Personal Assistants and Secretaries","PAaS"
"52","Calder",1,46,"Personal Assistants and Secretaries","PAaS"
"52","Lachlan",1,18,"Personal Assistants and Secretaries","PAaS"
"52","Central Western Sydney",2,4,"Personal Assistants and Secretaries","PAaS"
"52","Central Coast",1,3,"Personal Assistants and Secretaries","PAaS"
"52","Yarra",4,64,"Personal Assistants and Secretaries","PAaS"
"52","Gold Coast",3,71,"Personal Assistants and Secretaries","PAaS"
"52","Westgate",1,63,"Personal Assistants and Secretaries","PAaS"
"52","St George-Sutherland",1,38,"Personal Assistants and Secretaries","PAaS"
"52","Northern Sydney",7,29,"Personal Assistants and Secretaries","PAaS"
"52","Hobart",1,109,"Personal Assistants and Secretaries","PAaS"
"52","Mackay",1,75,"Personal Assistants and Secretaries","PAaS"
"52","East Metro",1,101,"Personal Assistants and Secretaries","PAaS"
"52","Fairfield",1,10,"Personal Assistants and Secretaries","PAaS"
"52","Canterbury/Bankstown",1,2,"Personal Assistants and Secretaries","PAaS"
"52","Bayside",2,44,"Personal Assistants and Secretaries","PAaS"
"52","South Brisbane",2,79,"Personal Assistants and Secretaries","PAaS"
"52","North Brisbane",2,77,"Personal Assistants and Secretaries","PAaS"
"52","Fraser Coast",1,69,"Personal Assistants and Secretaries","PAaS"
"53","Bendigo",2,45,"General Clerical Workers","GnCW"
"53","St George-Sutherland",10,38,"General Clerical Workers","GnCW"
"53","Sunraysia",1,61,"General Clerical Workers","GnCW"
"53","Gawler",3,88,"General Clerical Workers","GnCW"
"53","Dale",2,100,"General Clerical Workers","GnCW"
"53","Central and West Metro",20,99,"General Clerical Workers","GnCW"
"53","Hastings",2,13,"General Clerical Workers","GnCW"
"53","North Country",2,91,"General Clerical Workers","GnCW"
"53","Western Downs",5,84,"General Clerical Workers","GnCW"
"53","Southern",5,108,"General Clerical Workers","GnCW"
"53","East Metro",7,101,"General Clerical Workers","GnCW"
"53","Grampians",1,51,"General Clerical Workers","GnCW"
"53","Tweed",6,40,"General Clerical Workers","GnCW"
"53","Macleay",1,23,"General Clerical Workers","GnCW"
"53","Lachlan",1,18,"General Clerical Workers","GnCW"
"53","Plenty",6,60,"General Clerical Workers","GnCW"
"53","Wollongong",6,43,"General Clerical Workers","GnCW"
"53","West and North West",4,111,"General Clerical Workers","GnCW"
"53","Canterbury/Bankstown",5,2,"General Clerical Workers","GnCW"
"53","Outer North Brisbane",2,78,"General Clerical Workers","GnCW"
"53","Lower South Coast",1,21,"General Clerical Workers","GnCW"
"53","Eastern Adelaide",23,86,"General Clerical Workers","GnCW"
"53","Central Coast",15,3,"General Clerical Workers","GnCW"
"53","Outer Western Sydney",7,31,"General Clerical Workers","GnCW"
"53","New England",6,27,"General Clerical Workers","GnCW"
"53","Gladstone",4,70,"General Clerical Workers","GnCW"
"53","Eureka",1,48,"General Clerical Workers","GnCW"
"53","Midlands/Wheatbelt",2,105,"General Clerical Workers","GnCW"
"53","Sunshine Coast",7,80,"General Clerical Workers","GnCW"
"53","Bundaberg",7,65,"General Clerical Workers","GnCW"
"53","Westgate",8,63,"General Clerical Workers","GnCW"
"53","Calder",11,46,"General Clerical Workers","GnCW"
"53","Upper Hunter",9,41,"General Clerical Workers","GnCW"
"53","Western Adelaide",11,98,"General Clerical Workers","GnCW"
"53","Manning",3,24,"General Clerical Workers","GnCW"
"53","Northern Adelaide",8,92,"General Clerical Workers","GnCW"
"53","Coffs Harbour",3,7,"General Clerical Workers","GnCW"
"53","Cairns",6,66,"General Clerical Workers","GnCW"
"53","Logan",16,74,"General Clerical Workers","GnCW"
"53","Ipswich",2,73,"General Clerical Workers","GnCW"
"53","Central Western Sydney",27,4,"General Clerical Workers","GnCW"
"53","Yarra",39,64,"General Clerical Workers","GnCW"
"53","East Gippsland",2,47,"General Clerical Workers","GnCW"
"53","Capricornia",1,67,"General Clerical Workers","GnCW"
"53","South East",2,96,"General Clerical Workers","GnCW"
"53","Sturt",4,39,"General Clerical Workers","GnCW"
"53","Nepean",4,26,"General Clerical Workers","GnCW"
"53","North Brisbane",29,77,"General Clerical Workers","GnCW"
"53","South Brisbane",18,79,"General Clerical Workers","GnCW"
"53","Hunter",6,14,"General Clerical Workers","GnCW"
"53","Maroondah",16,55,"General Clerical Workers","GnCW"
"53","Ovens",4,58,"General Clerical Workers","GnCW"
"53","Gwydir Namoi",5,12,"General Clerical Workers","GnCW"
"53","Darwin",4,113,"General Clerical Workers","GnCW"
"53","Murray Darling",1,25,"General Clerical Workers","GnCW"
"53","Patterson",5,33,"General Clerical Workers","GnCW"
"53","Hobart",3,109,"General Clerical Workers","GnCW"
"53","Peninsula",15,59,"General Clerical Workers","GnCW"
"53","South Eastern",6,36,"General Clerical Workers","GnCW"
"53","Southern Adelaide",18,97,"General Clerical Workers","GnCW"
"53","Toowoomba",5,81,"General Clerical Workers","GnCW"
"53","Windamere",1,42,"General Clerical Workers","GnCW"
"53","Warwick",1,83,"General Clerical Workers","GnCW"
"53","Shoalhaven",8,35,"General Clerical Workers","GnCW"
"53","Bayside",23,44,"General Clerical Workers","GnCW"
"53","Mackay",3,75,"General Clerical Workers","GnCW"
"53","Townsville",4,82,"General Clerical Workers","GnCW"
"53","Clarence",4,6,"General Clerical Workers","GnCW"
"53","North Metro",7,106,"General Clerical Workers","GnCW"
"53","Orana",22,30,"General Clerical Workers","GnCW"
"53","Inner Sydney",56,15,"General Clerical Workers","GnCW"
"53","Liverpool",6,19,"General Clerical Workers","GnCW"
"53","Fairfield",11,10,"General Clerical Workers","GnCW"
"53","ACT/Queanbeyan",16,1,"General Clerical Workers","GnCW"
"53","Inner Western Sydney",9,16,"General Clerical Workers","GnCW"
"53","Alice Springs",16,112,"General Clerical Workers","GnCW"
"53","Macarthur",9,22,"General Clerical Workers","GnCW"
"53","Chifley",1,5,"General Clerical Workers","GnCW"
"53","Eurobodalla",3,9,"General Clerical Workers","GnCW"
"53","Fraser Coast",6,69,"General Clerical Workers","GnCW"
"53","Kimberley",3,103,"General Clerical Workers","GnCW"
"53","Goulburn Valley",8,50,"General Clerical Workers","GnCW"
"53","Latrobe Valley",1,54,"General Clerical Workers","GnCW"
"53","Southern Ranges",2,37,"General Clerical Workers","GnCW"
"53","North Coast",2,28,"General Clerical Workers","GnCW"
"53","Richmond",6,34,"General Clerical Workers","GnCW"
"53","Eastern Suburbs",3,8,"General Clerical Workers","GnCW"
"53","Northern Sydney",20,29,"General Clerical Workers","GnCW"
"53","Mid West and Gascoyne",1,104,"General Clerical Workers","GnCW"
"53","Lower Hunter",23,20,"General Clerical Workers","GnCW"
"53","Gold Coast",26,71,"General Clerical Workers","GnCW"
"53","Far West",3,11,"General Clerical Workers","GnCW"
"54","Outer Western Sydney",3,31,"Inquiry Clerks and Receptionists","ICaR"
"54","Peninsula",5,59,"Inquiry Clerks and Receptionists","ICaR"
"54","Gawler",1,88,"Inquiry Clerks and Receptionists","ICaR"
"54","Hastings",1,13,"Inquiry Clerks and Receptionists","ICaR"
"54","Western Downs",2,84,"Inquiry Clerks and Receptionists","ICaR"
"54","Bendigo",2,45,"Inquiry Clerks and Receptionists","ICaR"
"54","Dale",1,100,"Inquiry Clerks and Receptionists","ICaR"
"54","East Metro",5,101,"Inquiry Clerks and Receptionists","ICaR"
"54","Central Coast",4,3,"Inquiry Clerks and Receptionists","ICaR"
"54","Upper Hunter",3,41,"Inquiry Clerks and Receptionists","ICaR"
"54","Canterbury/Bankstown",2,2,"Inquiry Clerks and Receptionists","ICaR"
"54","Geelong",1,49,"Inquiry Clerks and Receptionists","ICaR"
"54","Capricornia",3,67,"Inquiry Clerks and Receptionists","ICaR"
"54","New England",2,27,"Inquiry Clerks and Receptionists","ICaR"
"54","Hobart",2,109,"Inquiry Clerks and Receptionists","ICaR"
"54","Central and West Metro",9,99,"Inquiry Clerks and Receptionists","ICaR"
"54","Western Adelaide",6,98,"Inquiry Clerks and Receptionists","ICaR"
"54","Sunshine Coast",3,80,"Inquiry Clerks and Receptionists","ICaR"
"54","West and North West",2,111,"Inquiry Clerks and Receptionists","ICaR"
"54","Tweed",1,40,"Inquiry Clerks and Receptionists","ICaR"
"54","Gympie",4,72,"Inquiry Clerks and Receptionists","ICaR"
"54","Bundaberg",3,65,"Inquiry Clerks and Receptionists","ICaR"
"54","Manning",2,24,"Inquiry Clerks and Receptionists","ICaR"
"54","Warwick",1,83,"Inquiry Clerks and Receptionists","ICaR"
"54","Eastern Adelaide",17,86,"Inquiry Clerks and Receptionists","ICaR"
"54","North Brisbane",10,77,"Inquiry Clerks and Receptionists","ICaR"
"54","Yarra",40,64,"Inquiry Clerks and Receptionists","ICaR"
"54","Outer North Brisbane",2,78,"Inquiry Clerks and Receptionists","ICaR"
"54","Liverpool",7,19,"Inquiry Clerks and Receptionists","ICaR"
"54","Eureka",1,48,"Inquiry Clerks and Receptionists","ICaR"
"54","Coffs Harbour",2,7,"Inquiry Clerks and Receptionists","ICaR"
"54","Fleurieu/Kangaroo Island",3,87,"Inquiry Clerks and Receptionists","ICaR"
"54","Mid Murray",1,56,"Inquiry Clerks and Receptionists","ICaR"
"54","Westgate",12,63,"Inquiry Clerks and Receptionists","ICaR"
"54","Eurobodalla",3,9,"Inquiry Clerks and Receptionists","ICaR"
"54","Sunraysia",1,61,"Inquiry Clerks and Receptionists","ICaR"
"54","North Metro",3,106,"Inquiry Clerks and Receptionists","ICaR"
"54","Central Western Sydney",13,4,"Inquiry Clerks and Receptionists","ICaR"
"54","Wollongong",3,43,"Inquiry Clerks and Receptionists","ICaR"
"54","Patterson",3,33,"Inquiry Clerks and Receptionists","ICaR"
"54","Logan",7,74,"Inquiry Clerks and Receptionists","ICaR"
"54","Inner Western Sydney",8,16,"Inquiry Clerks and Receptionists","ICaR"
"54","East Gippsland",1,47,"Inquiry Clerks and Receptionists","ICaR"
"54","Inner Sydney",23,15,"Inquiry Clerks and Receptionists","ICaR"
"54","Nepean",3,26,"Inquiry Clerks and Receptionists","ICaR"
"54","St George-Sutherland",3,38,"Inquiry Clerks and Receptionists","ICaR"
"54","Plenty",2,60,"Inquiry Clerks and Receptionists","ICaR"
"54","South Brisbane",9,79,"Inquiry Clerks and Receptionists","ICaR"
"54","Northern Adelaide",8,92,"Inquiry Clerks and Receptionists","ICaR"
"54","Shoalhaven",2,35,"Inquiry Clerks and Receptionists","ICaR"
"54","Alice Springs",7,112,"Inquiry Clerks and Receptionists","ICaR"
"54","Maroondah",17,55,"Inquiry Clerks and Receptionists","ICaR"
"54","Ipswich",1,73,"Inquiry Clerks and Receptionists","ICaR"
"54","Sturt",1,39,"Inquiry Clerks and Receptionists","ICaR"
"54","South Eastern",2,36,"Inquiry Clerks and Receptionists","ICaR"
"54","Windamere",2,42,"Inquiry Clerks and Receptionists","ICaR"
"54","Gold Coast",26,71,"Inquiry Clerks and Receptionists","ICaR"
"54","Mackay",2,75,"Inquiry Clerks and Receptionists","ICaR"
"54","Darwin",8,113,"Inquiry Clerks and Receptionists","ICaR"
"54","Bayside",28,44,"Inquiry Clerks and Receptionists","ICaR"
"54","Kimberley",1,103,"Inquiry Clerks and Receptionists","ICaR"
"54","Gladstone",1,70,"Inquiry Clerks and Receptionists","ICaR"
"54","Hunter",5,14,"Inquiry Clerks and Receptionists","ICaR"
"54","Southern Adelaide",6,97,"Inquiry Clerks and Receptionists","ICaR"
"54","Fraser Coast",1,69,"Inquiry Clerks and Receptionists","ICaR"
"54","Northern Sydney",15,29,"Inquiry Clerks and Receptionists","ICaR"
"54","Macarthur",7,22,"Inquiry Clerks and Receptionists","ICaR"
"54","Ovens",2,58,"Inquiry Clerks and Receptionists","ICaR"
"54","Orana",7,30,"Inquiry Clerks and Receptionists","ICaR"
"54","Latrobe Valley",6,54,"Inquiry Clerks and Receptionists","ICaR"
"54","Cairns",4,66,"Inquiry Clerks and Receptionists","ICaR"
"54","Southern",2,108,"Inquiry Clerks and Receptionists","ICaR"
"54","Toowoomba",8,81,"Inquiry Clerks and Receptionists","ICaR"
"54","Kadina/Clare",1,89,"Inquiry Clerks and Receptionists","ICaR"
"54","Eastern Suburbs",2,8,"Inquiry Clerks and Receptionists","ICaR"
"54","Richmond",1,34,"Inquiry Clerks and Receptionists","ICaR"
"54","Fairfield",3,10,"Inquiry Clerks and Receptionists","ICaR"
"54","North Coast",3,28,"Inquiry Clerks and Receptionists","ICaR"
"54","Calder",4,46,"Inquiry Clerks and Receptionists","ICaR"
"54","Townsville",3,82,"Inquiry Clerks and Receptionists","ICaR"
"54","Monash",4,57,"Inquiry Clerks and Receptionists","ICaR"
"54","Southern Ranges",2,37,"Inquiry Clerks and Receptionists","ICaR"
"54","ACT/Queanbeyan",2,1,"Inquiry Clerks and Receptionists","ICaR"
"54","Lower Hunter",11,20,"Inquiry Clerks and Receptionists","ICaR"
"55","Sturt",3,39,"Numerical Clerks","NmrC"
"55","East Metro",1,101,"Numerical Clerks","NmrC"
"55","Gold Coast",3,71,"Numerical Clerks","NmrC"
"55","Shoalhaven",1,35,"Numerical Clerks","NmrC"
"55","Eurobodalla",2,9,"Numerical Clerks","NmrC"
"55","New England",1,27,"Numerical Clerks","NmrC"
"55","Eastern Suburbs",1,8,"Numerical Clerks","NmrC"
"55","Inner Sydney",10,15,"Numerical Clerks","NmrC"
"55","North Brisbane",4,77,"Numerical Clerks","NmrC"
"55","Eastern Adelaide",1,86,"Numerical Clerks","NmrC"
"55","Orana",3,30,"Numerical Clerks","NmrC"
"55","Bayside",4,44,"Numerical Clerks","NmrC"
"55","Kimberley",1,103,"Numerical Clerks","NmrC"
"55","Upper Hunter",1,41,"Numerical Clerks","NmrC"
"55","Plenty",1,60,"Numerical Clerks","NmrC"
"55","South Brisbane",2,79,"Numerical Clerks","NmrC"
"55","Western Adelaide",2,98,"Numerical Clerks","NmrC"
"55","Patterson",1,33,"Numerical Clerks","NmrC"
"55","Northern Sydney",6,29,"Numerical Clerks","NmrC"
"55","Nepean",1,26,"Numerical Clerks","NmrC"
"55","Southern Adelaide",1,97,"Numerical Clerks","NmrC"
"55","Central and West Metro",2,99,"Numerical Clerks","NmrC"
"55","Maroondah",1,55,"Numerical Clerks","NmrC"
"55","Bundaberg",1,65,"Numerical Clerks","NmrC"
"55","Calder",5,46,"Numerical Clerks","NmrC"
"55","North Coast",2,28,"Numerical Clerks","NmrC"
"55","Dale",1,100,"Numerical Clerks","NmrC"
"55","Hunter",3,14,"Numerical Clerks","NmrC"
"55","Peninsula",1,59,"Numerical Clerks","NmrC"
"55","Westgate",2,63,"Numerical Clerks","NmrC"
"55","Fraser Coast",2,69,"Numerical Clerks","NmrC"
"55","Latrobe Valley",1,54,"Numerical Clerks","NmrC"
"55","Mid Murray",1,56,"Numerical Clerks","NmrC"
"55","Liverpool",2,19,"Numerical Clerks","NmrC"
"55","Sunshine Coast",1,80,"Numerical Clerks","NmrC"
"55","Northern Adelaide",1,92,"Numerical Clerks","NmrC"
"55","Coffs Harbour",1,7,"Numerical Clerks","NmrC"
"55","Canterbury/Bankstown",2,2,"Numerical Clerks","NmrC"
"55","Darwin",2,113,"Numerical Clerks","NmrC"
"55","Central Western Sydney",2,4,"Numerical Clerks","NmrC"
"55","Logan",3,74,"Numerical Clerks","NmrC"
"55","Wollongong",1,43,"Numerical Clerks","NmrC"
"55","Townsville",2,82,"Numerical Clerks","NmrC"
"55","Bendigo",1,45,"Numerical Clerks","NmrC"
"55","St George-Sutherland",2,38,"Numerical Clerks","NmrC"
"55","Toowoomba",1,81,"Numerical Clerks","NmrC"
"55","Alice Springs",1,112,"Numerical Clerks","NmrC"
"55","Central Coast",1,3,"Numerical Clerks","NmrC"
"55","Inner Western Sydney",1,16,"Numerical Clerks","NmrC"
"55","Lower Hunter",3,20,"Numerical Clerks","NmrC"
"55","Gwydir Namoi",1,12,"Numerical Clerks","NmrC"
"55","Yarra",7,64,"Numerical Clerks","NmrC"
"55","Fairfield",1,10,"Numerical Clerks","NmrC"
"56","Sunshine Coast",1,80,"Clerical and Office Support Workers","CaOSW"
"56","South Eastern",1,36,"Clerical and Office Support Workers","CaOSW"
"56","Eastern Suburbs",2,8,"Clerical and Office Support Workers","CaOSW"
"56","Western Adelaide",2,98,"Clerical and Office Support Workers","CaOSW"
"56","Hobart",2,109,"Clerical and Office Support Workers","CaOSW"
"56","Gympie",1,72,"Clerical and Office Support Workers","CaOSW"
"56","Westgate",3,63,"Clerical and Office Support Workers","CaOSW"
"56","Shoalhaven",1,35,"Clerical and Office Support Workers","CaOSW"
"56","Nepean",1,26,"Clerical and Office Support Workers","CaOSW"
"56","Mackay",1,75,"Clerical and Office Support Workers","CaOSW"
"56","Hunter",2,14,"Clerical and Office Support Workers","CaOSW"
"56","Central Western Sydney",4,4,"Clerical and Office Support Workers","CaOSW"
"56","Plenty",1,60,"Clerical and Office Support Workers","CaOSW"
"56","Yarra",5,64,"Clerical and Office Support Workers","CaOSW"
"56","Bendigo",3,45,"Clerical and Office Support Workers","CaOSW"
"56","Bayside",4,44,"Clerical and Office Support Workers","CaOSW"
"56","Inner Sydney",4,15,"Clerical and Office Support Workers","CaOSW"
"56","North Brisbane",3,77,"Clerical and Office Support Workers","CaOSW"
"56","Fairfield",3,10,"Clerical and Office Support Workers","CaOSW"
"56","Inner Western Sydney",2,16,"Clerical and Office Support Workers","CaOSW"
"56","Clarence",1,6,"Clerical and Office Support Workers","CaOSW"
"56","South Brisbane",1,79,"Clerical and Office Support Workers","CaOSW"
"56","Canterbury/Bankstown",6,2,"Clerical and Office Support Workers","CaOSW"
