"Code","location","jobs","ESA_Code","title","abb","year"
"0","ACT/Queanbeyan",1,"1","Total ","Totl",2013
"0","Canterbury/Bankstown",1,"2","Total ","Totl",2013
"0","Central Coast",1,"3","Total ","Totl",2013
"0","Central Western Sydney",1,"4","Total ","Totl",2013
"0","Chifley",1,"5","Total ","Totl",2013
"0","Clarence",1,"6","Total ","Totl",2013
"0","Coffs Harbour",1,"7","Total ","Totl",2013
"0","Eastern Suburbs",1,"8","Total ","Totl",2013
"0","Eurobodalla",1,"9","Total ","Totl",2013
"0","Fairfield",1,"10","Total ","Totl",2013
"0","Far West",1,"11","Total ","Totl",2013
"0","Gwydir Namoi",1,"12","Total ","Totl",2013
"0","Hastings",1,"13","Total ","Totl",2013
"0","Hunter",1,"14","Total ","Totl",2013
"0","Inner Sydney",1,"15","Total ","Totl",2013
"0","Inner Western Sydney",1,"16","Total ","Totl",2013
"0","Keepit",1,"17","Total ","Totl",2013
"0","Lachlan",1,"18","Total ","Totl",2013
"0","Liverpool",1,"19","Total ","Totl",2013
"0","Lower Hunter",1,"20","Total ","Totl",2013
"0","Lower South Coast",1,"21","Total ","Totl",2013
"0","Macarthur",1,"22","Total ","Totl",2013
"0","Macleay",1,"23","Total ","Totl",2013
"0","Manning",1,"24","Total ","Totl",2013
"0","Murray Darling",1,"25","Total ","Totl",2013
"0","Nepean",1,"26","Total ","Totl",2013
"0","New England",1,"27","Total ","Totl",2013
"0","North Coast",1,"28","Total ","Totl",2013
"0","Northern Sydney",1,"29","Total ","Totl",2013
"0","Orana",1,"30","Total ","Totl",2013
"0","Outer Western Sydney",1,"31","Total ","Totl",2013
"0","Oxley",1,"32","Total ","Totl",2013
"0","Patterson",1,"33","Total ","Totl",2013
"0","Richmond",1,"34","Total ","Totl",2013
"0","Shoalhaven",1,"35","Total ","Totl",2013
"0","South Eastern",1,"36","Total ","Totl",2013
"0","Southern Ranges",1,"37","Total ","Totl",2013
"0","St George-Sutherland",1,"38","Total ","Totl",2013
"0","Sturt",1,"39","Total ","Totl",2013
"0","Tweed",1,"40","Total ","Totl",2013
"0","Upper Hunter",1,"41","Total ","Totl",2013
"0","Windamere",1,"42","Total ","Totl",2013
"0","Wollongong",1,"43","Total ","Totl",2013
"0","Bayside",1,"44","Total ","Totl",2013
"0","Bendigo",1,"45","Total ","Totl",2013
"0","Calder",1,"46","Total ","Totl",2013
"0","East Gippsland",1,"47","Total ","Totl",2013
"0","Eureka",1,"48","Total ","Totl",2013
"0","Geelong",1,"49","Total ","Totl",2013
"0","Goulburn Valley",1,"50","Total ","Totl",2013
"0","Grampians",1,"51","Total ","Totl",2013
"0","Hampden",1,"52","Total ","Totl",2013
"0","Kiewa",1,"53","Total ","Totl",2013
"0","Latrobe Valley",1,"54","Total ","Totl",2013
"0","Maroondah",1,"55","Total ","Totl",2013
"0","Mid Murray",1,"56","Total ","Totl",2013
"0","Monash",1,"57","Total ","Totl",2013
"0","Ovens",1,"58","Total ","Totl",2013
"0","Peninsula",1,"59","Total ","Totl",2013
"0","Plenty",1,"60","Total ","Totl",2013
"0","Sunraysia",1,"61","Total ","Totl",2013
"0","Western District",1,"62","Total ","Totl",2013
"0","Westgate",1,"63","Total ","Totl",2013
"0","Yarra",1,"64","Total ","Totl",2013
"0","Bundaberg",1,"65","Total ","Totl",2013
"0","Cairns",1,"66","Total ","Totl",2013
"0","Capricornia",1,"67","Total ","Totl",2013
"0","Far North",1,"68","Total ","Totl",2013
"0","Fraser Coast",1,"69","Total ","Totl",2013
"0","Gladstone",1,"70","Total ","Totl",2013
"0","Gold Coast",1,"71","Total ","Totl",2013
"0","Gympie",1,"72","Total ","Totl",2013
"0","Ipswich",1,"73","Total ","Totl",2013
"0","Logan",1,"74","Total ","Totl",2013
"0","Mackay",1,"75","Total ","Totl",2013
"0","Mt Isa",1,"76","Total ","Totl",2013
"0","North Brisbane",1,"77","Total ","Totl",2013
"0","Outer North Brisbane",1,"78","Total ","Totl",2013
"0","South Brisbane",1,"79","Total ","Totl",2013
"0","Sunshine Coast",1,"80","Total ","Totl",2013
"0","Toowoomba",1,"81","Total ","Totl",2013
"0","Townsville",1,"82","Total ","Totl",2013
"0","Warwick",1,"83","Total ","Totl",2013
"0","Western Downs",1,"84","Total ","Totl",2013
"0","Adelaide Hills",1,"85","Total ","Totl",2013
"0","Eastern Adelaide",1,"86","Total ","Totl",2013
"0","Fleurieu/Kangaroo Island",1,"87","Total ","Totl",2013
"0","Gawler",1,"88","Total ","Totl",2013
"0","Kadina/Clare",1,"89","Total ","Totl",2013
"0","Murraylands",1,"90","Total ","Totl",2013
"0","North Country",1,"91","Total ","Totl",2013
"0","Northern Adelaide",1,"92","Total ","Totl",2013
"0","Port Lincoln/Ceduna",1,"93","Total ","Totl",2013
"0","Port Pirie",1,"94","Total ","Totl",2013
"0","Riverland",1,"95","Total ","Totl",2013
"0","South East",1,"96","Total ","Totl",2013
"0","Southern Adelaide",1,"97","Total ","Totl",2013
"0","Western Adelaide",1,"98","Total ","Totl",2013
"0","Central and West Metro",1,"99","Total ","Totl",2013
"0","Dale",1,"100","Total ","Totl",2013
"0","East Metro",1,"101","Total ","Totl",2013
"0","Goldfields/Esperance",1,"102","Total ","Totl",2013
"0","Kimberley",1,"103","Total ","Totl",2013
"0","Mid West and Gascoyne",1,"104","Total ","Totl",2013
"0","Midlands/Wheatbelt",1,"105","Total ","Totl",2013
"0","North Metro",1,"106","Total ","Totl",2013
"0","Pilbara",1,"107","Total ","Totl",2013
"0","Southern",1,"108","Total ","Totl",2013
"0","Hobart",1,"109","Total ","Totl",2013
"0","Launceston",1,"110","Total ","Totl",2013
"0","West and North West",1,"111","Total ","Totl",2013
"0","Alice Springs",1,"112","Total ","Totl",2013
"0","Darwin",1,"113","Total ","Totl",2013
"0","Katherine",1,"114","Total ","Totl",2013
"0","Tennant Creek",1,"115","Total ","Totl",2013
"11","ACT/Queanbeyan",1,"1","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Outer North Brisbane",1,"78","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Western Adelaide",1,"98","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Yarra",1,"64","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Liverpool",1,"19","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Gwydir Namoi",1,"12","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Eastern Adelaide",1,"86","Chief Executives, General Managers and Legislators","CEGMaL",2013
"11","Monash",1,"57","Chief Executives, General Managers and Legislators","CEGMaL",2013
"12","Patterson",1,"33","Farmers and Farm Managers","FaFM",2013
"12","Keepit",1,"17","Farmers and Farm Managers","FaFM",2013
"12","Shoalhaven",1,"35","Farmers and Farm Managers","FaFM",2013
"12","Latrobe Valley",1,"54","Farmers and Farm Managers","FaFM",2013
"12","Townsville",1,"82","Farmers and Farm Managers","FaFM",2013
"12","Hampden",1,"52","Farmers and Farm Managers","FaFM",2013
"12","Southern",1,"108","Farmers and Farm Managers","FaFM",2013
"12","Cairns",1,"66","Farmers and Farm Managers","FaFM",2013
"13","Cairns",1,"66","Specialist Managers","SpcM",2013
"13","Riverland",1,"95","Specialist Managers","SpcM",2013
"13","Bundaberg",1,"65","Specialist Managers","SpcM",2013
"13","Eurobodalla",1,"9","Specialist Managers","SpcM",2013
"13","Westgate",1,"63","Specialist Managers","SpcM",2013
"13","Mackay",1,"75","Specialist Managers","SpcM",2013
"13","ACT/Queanbeyan",1,"1","Specialist Managers","SpcM",2013
"13","Outer North Brisbane",1,"78","Specialist Managers","SpcM",2013
"13","South Brisbane",1,"79","Specialist Managers","SpcM",2013
"13","East Metro",1,"101","Specialist Managers","SpcM",2013
"13","Latrobe Valley",1,"54","Specialist Managers","SpcM",2013
"13","Logan",1,"74","Specialist Managers","SpcM",2013
"13","South Eastern",1,"36","Specialist Managers","SpcM",2013
"13","Inner Western Sydney",1,"16","Specialist Managers","SpcM",2013
"13","Fairfield",1,"10","Specialist Managers","SpcM",2013
"13","Sunshine Coast",1,"80","Specialist Managers","SpcM",2013
"13","Fraser Coast",1,"69","Specialist Managers","SpcM",2013
"13","Midlands/Wheatbelt",1,"105","Specialist Managers","SpcM",2013
"13","Eureka",1,"48","Specialist Managers","SpcM",2013
"13","Fleurieu/Kangaroo Island",1,"87","Specialist Managers","SpcM",2013
"13","Oxley",1,"32","Specialist Managers","SpcM",2013
"13","Bayside",1,"44","Specialist Managers","SpcM",2013
"13","Wollongong",1,"43","Specialist Managers","SpcM",2013
"13","Maroondah",1,"55","Specialist Managers","SpcM",2013
"13","Murraylands",1,"90","Specialist Managers","SpcM",2013
"13","Calder",1,"46","Specialist Managers","SpcM",2013
"13","Coffs Harbour",1,"7","Specialist Managers","SpcM",2013
"13","Orana",1,"30","Specialist Managers","SpcM",2013
"13","Chifley",1,"5","Specialist Managers","SpcM",2013
"13","Central and West Metro",1,"99","Specialist Managers","SpcM",2013
"13","Sturt",1,"39","Specialist Managers","SpcM",2013
"13","Upper Hunter",1,"41","Specialist Managers","SpcM",2013
"13","Southern Adelaide",1,"97","Specialist Managers","SpcM",2013
"13","Tennant Creek",1,"115","Specialist Managers","SpcM",2013
"13","Mt Isa",1,"76","Specialist Managers","SpcM",2013
"13","Canterbury/Bankstown",1,"2","Specialist Managers","SpcM",2013
"13","Monash",1,"57","Specialist Managers","SpcM",2013
"13","Yarra",1,"64","Specialist Managers","SpcM",2013
"13","Sunraysia",1,"61","Specialist Managers","SpcM",2013
"13","Ovens",1,"58","Specialist Managers","SpcM",2013
"13","Central Coast",1,"3","Specialist Managers","SpcM",2013
"13","Southern Ranges",1,"37","Specialist Managers","SpcM",2013
"13","Northern Sydney",1,"29","Specialist Managers","SpcM",2013
"13","Inner Sydney",1,"15","Specialist Managers","SpcM",2013
"13","West and North West",1,"111","Specialist Managers","SpcM",2013
"13","Patterson",1,"33","Specialist Managers","SpcM",2013
"13","Mid West and Gascoyne",1,"104","Specialist Managers","SpcM",2013
"13","New England",1,"27","Specialist Managers","SpcM",2013
"13","Gold Coast",1,"71","Specialist Managers","SpcM",2013
"13","Townsville",1,"82","Specialist Managers","SpcM",2013
"13","Liverpool",1,"19","Specialist Managers","SpcM",2013
"13","Far North",1,"68","Specialist Managers","SpcM",2013
"13","Shoalhaven",1,"35","Specialist Managers","SpcM",2013
"13","Plenty",1,"60","Specialist Managers","SpcM",2013
"13","Lower Hunter",1,"20","Specialist Managers","SpcM",2013
"13","Hobart",1,"109","Specialist Managers","SpcM",2013
"13","Pilbara",1,"107","Specialist Managers","SpcM",2013
"13","Gympie",1,"72","Specialist Managers","SpcM",2013
"13","Central Western Sydney",1,"4","Specialist Managers","SpcM",2013
"13","Gladstone",1,"70","Specialist Managers","SpcM",2013
"13","Far West",1,"11","Specialist Managers","SpcM",2013
"13","North Brisbane",1,"77","Specialist Managers","SpcM",2013
"13","Darwin",1,"113","Specialist Managers","SpcM",2013
"13","North Coast",1,"28","Specialist Managers","SpcM",2013
"13","St George-Sutherland",1,"38","Specialist Managers","SpcM",2013
"13","Eastern Suburbs",1,"8","Specialist Managers","SpcM",2013
"14","Bundaberg",1,"65","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Wollongong",1,"43","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Cairns",1,"66","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Westgate",1,"63","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Toowoomba",1,"81","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Pilbara",1,"107","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Patterson",1,"33","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Gladstone",1,"70","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Midlands/Wheatbelt",1,"105","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Canterbury/Bankstown",1,"2","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Gold Coast",1,"71","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Western Downs",1,"84","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Eastern Adelaide",1,"86","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Shoalhaven",1,"35","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Inner Western Sydney",1,"16","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Ovens",1,"58","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Outer North Brisbane",1,"78","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Peninsula",1,"59","Hospitality, Retail and Service Managers","HRaSM",2013
"14","St George-Sutherland",1,"38","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Kadina/Clare",1,"89","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Southern Adelaide",1,"97","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Mid Murray",1,"56","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Bayside",1,"44","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Eureka",1,"48","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Northern Adelaide",1,"92","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Latrobe Valley",1,"54","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Darwin",1,"113","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Tweed",1,"40","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Capricornia",1,"67","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Central and West Metro",1,"99","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Fraser Coast",1,"69","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Inner Sydney",1,"15","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Gympie",1,"72","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Bendigo",1,"45","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Mid West and Gascoyne",1,"104","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Mt Isa",1,"76","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Central Western Sydney",1,"4","Hospitality, Retail and Service Managers","HRaSM",2013
"14","South Brisbane",1,"79","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Liverpool",1,"19","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Logan",1,"74","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Macarthur",1,"22","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Coffs Harbour",1,"7","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Manning",1,"24","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Mackay",1,"75","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Northern Sydney",1,"29","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Fairfield",1,"10","Hospitality, Retail and Service Managers","HRaSM",2013
"14","North Metro",1,"106","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Hobart",1,"109","Hospitality, Retail and Service Managers","HRaSM",2013
"14","New England",1,"27","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Gwydir Namoi",1,"12","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Nepean",1,"26","Hospitality, Retail and Service Managers","HRaSM",2013
"14","South Eastern",1,"36","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Townsville",1,"82","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Ipswich",1,"73","Hospitality, Retail and Service Managers","HRaSM",2013
"14","North Brisbane",1,"77","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Keepit",1,"17","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Sunshine Coast",1,"80","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Eastern Suburbs",1,"8","Hospitality, Retail and Service Managers","HRaSM",2013
"14","West and North West",1,"111","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Richmond",1,"34","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Yarra",1,"64","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Alice Springs",1,"112","Hospitality, Retail and Service Managers","HRaSM",2013
"14","ACT/Queanbeyan",1,"1","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Calder",1,"46","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Orana",1,"30","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Central Coast",1,"3","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Outer Western Sydney",1,"31","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Lower Hunter",1,"20","Hospitality, Retail and Service Managers","HRaSM",2013
"14","East Metro",1,"101","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Southern",1,"108","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Southern Ranges",1,"37","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Hunter",1,"14","Hospitality, Retail and Service Managers","HRaSM",2013
"14","Western Adelaide",1,"98","Hospitality, Retail and Service Managers","HRaSM",2013
"21","Gympie",1,"72","Arts and Media Professionals","AaMP",2013
"21","Calder",1,"46","Arts and Media Professionals","AaMP",2013
"21","Central and West Metro",1,"99","Arts and Media Professionals","AaMP",2013
"21","Northern Sydney",1,"29","Arts and Media Professionals","AaMP",2013
"21","Geelong",1,"49","Arts and Media Professionals","AaMP",2013
"21","Kimberley",1,"103","Arts and Media Professionals","AaMP",2013
"21","Darwin",1,"113","Arts and Media Professionals","AaMP",2013
"21","Eastern Suburbs",1,"8","Arts and Media Professionals","AaMP",2013
"21","Western Adelaide",1,"98","Arts and Media Professionals","AaMP",2013
"21","St George-Sutherland",1,"38","Arts and Media Professionals","AaMP",2013
"21","Sunshine Coast",1,"80","Arts and Media Professionals","AaMP",2013
"21","Gold Coast",1,"71","Arts and Media Professionals","AaMP",2013
"21","Outer Western Sydney",1,"31","Arts and Media Professionals","AaMP",2013
"21","Sunraysia",1,"61","Arts and Media Professionals","AaMP",2013
"21","West and North West",1,"111","Arts and Media Professionals","AaMP",2013
"21","Tweed",1,"40","Arts and Media Professionals","AaMP",2013
"21","Yarra",1,"64","Arts and Media Professionals","AaMP",2013
"21","Logan",1,"74","Arts and Media Professionals","AaMP",2013
"21","North Coast",1,"28","Arts and Media Professionals","AaMP",2013
"21","Orana",1,"30","Arts and Media Professionals","AaMP",2013
"21","Lower Hunter",1,"20","Arts and Media Professionals","AaMP",2013
"21","North Brisbane",1,"77","Arts and Media Professionals","AaMP",2013
"21","Bayside",1,"44","Arts and Media Professionals","AaMP",2013
"21","Inner Sydney",1,"15","Arts and Media Professionals","AaMP",2013
"21","Alice Springs",1,"112","Arts and Media Professionals","AaMP",2013
"21","Central Coast",1,"3","Arts and Media Professionals","AaMP",2013
"21","Outer North Brisbane",1,"78","Arts and Media Professionals","AaMP",2013
"21","Southern",1,"108","Arts and Media Professionals","AaMP",2013
"21","Eastern Adelaide",1,"86","Arts and Media Professionals","AaMP",2013
"21","Lower South Coast",1,"21","Arts and Media Professionals","AaMP",2013
"21","Western Downs",1,"84","Arts and Media Professionals","AaMP",2013
"21","Southern Adelaide",1,"97","Arts and Media Professionals","AaMP",2013
"21","East Metro",1,"101","Arts and Media Professionals","AaMP",2013
"22","Mt Isa",1,"76","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Goulburn Valley",1,"50","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Bayside",1,"44","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Patterson",1,"33","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Fraser Coast",1,"69","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Gladstone",1,"70","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Bendigo",1,"45","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","ACT/Queanbeyan",1,"1","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Alice Springs",1,"112","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Central Western Sydney",1,"4","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Canterbury/Bankstown",1,"2","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","East Gippsland",1,"47","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Eastern Adelaide",1,"86","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Pilbara",1,"107","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Tweed",1,"40","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Central and West Metro",1,"99","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Windamere",1,"42","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","North Brisbane",1,"77","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Kadina/Clare",1,"89","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Townsville",1,"82","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Latrobe Valley",1,"54","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Toowoomba",1,"81","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Mid West and Gascoyne",1,"104","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Shoalhaven",1,"35","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Sunshine Coast",1,"80","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","South Brisbane",1,"79","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","St George-Sutherland",1,"38","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Clarence",1,"6","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Inner Sydney",1,"15","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Bundaberg",1,"65","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Gold Coast",1,"71","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Eurobodalla",1,"9","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Oxley",1,"32","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Katherine",1,"114","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Northern Sydney",1,"29","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Eastern Suburbs",1,"8","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Central Coast",1,"3","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Inner Western Sydney",1,"16","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","North Coast",1,"28","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Liverpool",1,"19","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Hampden",1,"52","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Darwin",1,"113","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Logan",1,"74","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Mackay",1,"75","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Southern",1,"108","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Outer Western Sydney",1,"31","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","East Metro",1,"101","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Richmond",1,"34","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Kimberley",1,"103","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Orana",1,"30","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","North Metro",1,"106","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Coffs Harbour",1,"7","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Lower Hunter",1,"20","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Chifley",1,"5","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Macleay",1,"23","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Plenty",1,"60","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Ovens",1,"58","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Western Adelaide",1,"98","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Southern Adelaide",1,"97","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Gympie",1,"72","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Hunter",1,"14","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Yarra",1,"64","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Cairns",1,"66","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Goldfields/Esperance",1,"102","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Northern Adelaide",1,"92","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"22","Calder",1,"46","Business, Human Resource and Marketing Professionals","BHRaMP",2013
"23","Patterson",1,"33","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Bayside",1,"44","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Maroondah",1,"55","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","ACT/Queanbeyan",1,"1","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","New England",1,"27","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","St George-Sutherland",1,"38","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","South Brisbane",1,"79","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Inner Sydney",1,"15","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Fraser Coast",1,"69","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Central and West Metro",1,"99","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Eastern Adelaide",1,"86","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","North Metro",1,"106","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Central Western Sydney",1,"4","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Launceston",1,"110","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Canterbury/Bankstown",1,"2","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Eastern Suburbs",1,"8","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Lower South Coast",1,"21","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Hunter",1,"14","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Sunshine Coast",1,"80","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Northern Sydney",1,"29","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Clarence",1,"6","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Calder",1,"46","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Gympie",1,"72","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Outer North Brisbane",1,"78","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","West and North West",1,"111","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Townsville",1,"82","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Coffs Harbour",1,"7","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Wollongong",1,"43","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Bundaberg",1,"65","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Mackay",1,"75","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Toowoomba",1,"81","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Capricornia",1,"67","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Keepit",1,"17","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Western Adelaide",1,"98","Design, Engineering, Science and Transport Professionals","DESaTP",2013
"23","Orana",1,"30","Design, Engineering, Science and Transport Professionals","DESaTP",2013
