"Code","location","jobs","ESA_Code","title","abb","year"
"61","Northern Adelaide",1.5,"92","Sales Representatives and Agents","SRaA",2014
"61","Goldfields/Esperance",1,"102","Sales Representatives and Agents","SRaA",2014
"61","Eastern Adelaide",1.71428571428571,"86","Sales Representatives and Agents","SRaA",2014
"61","Far North",1,"68","Sales Representatives and Agents","SRaA",2014
"61","Sunshine Coast",1,"80","Sales Representatives and Agents","SRaA",2014
"61","Monash",1,"57","Sales Representatives and Agents","SRaA",2014
"61","East Metro",1.5,"101","Sales Representatives and Agents","SRaA",2014
"61","South Brisbane",0.666666666666667,"79","Sales Representatives and Agents","SRaA",2014
"61","Lachlan",1,"18","Sales Representatives and Agents","SRaA",2014
"61","Alice Springs",1,"112","Sales Representatives and Agents","SRaA",2014
"61","Calder",1.33333333333333,"46","Sales Representatives and Agents","SRaA",2014
"61","Maroondah",1.25,"55","Sales Representatives and Agents","SRaA",2014
"61","St George-Sutherland",1.5,"38","Sales Representatives and Agents","SRaA",2014
"61","Gold Coast",1.23076923076923,"71","Sales Representatives and Agents","SRaA",2014
"61","North Brisbane",2.33333333333333,"77","Sales Representatives and Agents","SRaA",2014
"61","Lower Hunter",2,"20","Sales Representatives and Agents","SRaA",2014
"61","Wollongong",3,"43","Sales Representatives and Agents","SRaA",2014
"61","Townsville",2,"82","Sales Representatives and Agents","SRaA",2014
"61","Yarra",1.33333333333333,"64","Sales Representatives and Agents","SRaA",2014
"61","Central Coast",2.66666666666667,"3","Sales Representatives and Agents","SRaA",2014
"61","Eureka",1,"48","Sales Representatives and Agents","SRaA",2014
"61","Gawler",1,"88","Sales Representatives and Agents","SRaA",2014
"61","Central Western Sydney",1.83333333333333,"4","Sales Representatives and Agents","SRaA",2014
"61","Mackay",1,"75","Sales Representatives and Agents","SRaA",2014
"61","Logan",1.55555555555556,"74","Sales Representatives and Agents","SRaA",2014
"62","Toowoomba",1.3,"81","Sales Assistants and Salespersons","SAaS",2014
"62","ACT/Queanbeyan",1,"1","Sales Assistants and Salespersons","SAaS",2014
"62","Launceston",1,"110","Sales Assistants and Salespersons","SAaS",2014
"62","Sunshine Coast",3.6,"80","Sales Assistants and Salespersons","SAaS",2014
"62","Lower South Coast",2,"21","Sales Assistants and Salespersons","SAaS",2014
"62","Keepit",0.583333333333333,"17","Sales Assistants and Salespersons","SAaS",2014
"62","Kimberley",0.875,"103","Sales Assistants and Salespersons","SAaS",2014
"62","Manning",1,"24","Sales Assistants and Salespersons","SAaS",2014
"62","Gwydir Namoi",2,"12","Sales Assistants and Salespersons","SAaS",2014
"62","Inner Sydney",1.27659574468085,"15","Sales Assistants and Salespersons","SAaS",2014
"62","Westgate",1.625,"63","Sales Assistants and Salespersons","SAaS",2014
"62","Orana",2.86666666666667,"30","Sales Assistants and Salespersons","SAaS",2014
"62","Eastern Adelaide",2,"86","Sales Assistants and Salespersons","SAaS",2014
"62","Gladstone",2.66666666666667,"70","Sales Assistants and Salespersons","SAaS",2014
"62","North Country",1,"91","Sales Assistants and Salespersons","SAaS",2014
"62","Mid Murray",1,"56","Sales Assistants and Salespersons","SAaS",2014
"62","Darwin",1.21052631578947,"113","Sales Assistants and Salespersons","SAaS",2014
"62","Bendigo",0.466666666666667,"45","Sales Assistants and Salespersons","SAaS",2014
"62","South Eastern",3,"36","Sales Assistants and Salespersons","SAaS",2014
"62","Upper Hunter",7,"41","Sales Assistants and Salespersons","SAaS",2014
"62","South Brisbane",1.25,"79","Sales Assistants and Salespersons","SAaS",2014
"62","Katherine",1,"114","Sales Assistants and Salespersons","SAaS",2014
"62","St George-Sutherland",2.8,"38","Sales Assistants and Salespersons","SAaS",2014
"62","North Brisbane",1.4375,"77","Sales Assistants and Salespersons","SAaS",2014
"62","New England",7,"27","Sales Assistants and Salespersons","SAaS",2014
"62","Northern Adelaide",2,"92","Sales Assistants and Salespersons","SAaS",2014
"62","Chifley",5,"5","Sales Assistants and Salespersons","SAaS",2014
"62","Shoalhaven",1.04761904761905,"35","Sales Assistants and Salespersons","SAaS",2014
"62","Western Adelaide",1.59090909090909,"98","Sales Assistants and Salespersons","SAaS",2014
"62","West and North West",1,"111","Sales Assistants and Salespersons","SAaS",2014
"62","Alice Springs",3.8,"112","Sales Assistants and Salespersons","SAaS",2014
"62","Eastern Suburbs",1.41666666666667,"8","Sales Assistants and Salespersons","SAaS",2014
"62","Nepean",3.2,"26","Sales Assistants and Salespersons","SAaS",2014
"62","Warwick",2,"83","Sales Assistants and Salespersons","SAaS",2014
"62","Ovens",0.666666666666667,"58","Sales Assistants and Salespersons","SAaS",2014
"62","Outer North Brisbane",2.33333333333333,"78","Sales Assistants and Salespersons","SAaS",2014
"62","South East",1,"96","Sales Assistants and Salespersons","SAaS",2014
"62","Riverland",0.5,"95","Sales Assistants and Salespersons","SAaS",2014
"62","Capricornia",1.6,"67","Sales Assistants and Salespersons","SAaS",2014
"62","East Gippsland",0.333333333333333,"47","Sales Assistants and Salespersons","SAaS",2014
"62","Lower Hunter",1.55263157894737,"20","Sales Assistants and Salespersons","SAaS",2014
"62","Macleay",3,"23","Sales Assistants and Salespersons","SAaS",2014
"62","Sunraysia",1.25,"61","Sales Assistants and Salespersons","SAaS",2014
"62","Peninsula",4.4,"59","Sales Assistants and Salespersons","SAaS",2014
"62","Calder",1.35294117647059,"46","Sales Assistants and Salespersons","SAaS",2014
"62","Hampden",2,"52","Sales Assistants and Salespersons","SAaS",2014
"62","Latrobe Valley",1,"54","Sales Assistants and Salespersons","SAaS",2014
"62","Hunter",1.8,"14","Sales Assistants and Salespersons","SAaS",2014
"62","Far North",1,"68","Sales Assistants and Salespersons","SAaS",2014
"62","Sturt",2,"39","Sales Assistants and Salespersons","SAaS",2014
"62","Fraser Coast",1.25,"69","Sales Assistants and Salespersons","SAaS",2014
"62","Logan",1.17777777777778,"74","Sales Assistants and Salespersons","SAaS",2014
"62","Central Western Sydney",1.54545454545455,"4","Sales Assistants and Salespersons","SAaS",2014
"62","Southern Adelaide",1.73333333333333,"97","Sales Assistants and Salespersons","SAaS",2014
"62","Hobart",1.4,"109","Sales Assistants and Salespersons","SAaS",2014
"62","Coffs Harbour",1.5,"7","Sales Assistants and Salespersons","SAaS",2014
"62","Southern Ranges",1.5,"37","Sales Assistants and Salespersons","SAaS",2014
"62","Far West",1,"11","Sales Assistants and Salespersons","SAaS",2014
"62","Hastings",2.5,"13","Sales Assistants and Salespersons","SAaS",2014
"62","Canterbury/Bankstown",0.9375,"2","Sales Assistants and Salespersons","SAaS",2014
"62","Geelong",1.5,"49","Sales Assistants and Salespersons","SAaS",2014
"62","Western Downs",1.25,"84","Sales Assistants and Salespersons","SAaS",2014
"62","Eurobodalla",1,"9","Sales Assistants and Salespersons","SAaS",2014
"62","Fleurieu/Kangaroo Island",4,"87","Sales Assistants and Salespersons","SAaS",2014
"62","Townsville",1,"82","Sales Assistants and Salespersons","SAaS",2014
"62","Windamere",4,"42","Sales Assistants and Salespersons","SAaS",2014
"62","Central and West Metro",1.7,"99","Sales Assistants and Salespersons","SAaS",2014
"62","Maroondah",3.4,"55","Sales Assistants and Salespersons","SAaS",2014
"62","North Coast",1.36363636363636,"28","Sales Assistants and Salespersons","SAaS",2014
"62","Mid West and Gascoyne",1.5,"104","Sales Assistants and Salespersons","SAaS",2014
"62","Gympie",1.35294117647059,"72","Sales Assistants and Salespersons","SAaS",2014
"62","Central Coast",1.88888888888889,"3","Sales Assistants and Salespersons","SAaS",2014
"62","Bayside",1,"44","Sales Assistants and Salespersons","SAaS",2014
"62","Gold Coast",1.33009708737864,"71","Sales Assistants and Salespersons","SAaS",2014
"62","Bundaberg",1.42857142857143,"65","Sales Assistants and Salespersons","SAaS",2014
"62","Eureka",0.666666666666667,"48","Sales Assistants and Salespersons","SAaS",2014
"62","Dale",4,"100","Sales Assistants and Salespersons","SAaS",2014
"62","Clarence",8,"6","Sales Assistants and Salespersons","SAaS",2014
"62","North Metro",1.77777777777778,"106","Sales Assistants and Salespersons","SAaS",2014
"62","Tweed",1.14285714285714,"40","Sales Assistants and Salespersons","SAaS",2014
"62","Goulburn Valley",0.655172413793103,"50","Sales Assistants and Salespersons","SAaS",2014
"62","Monash",0.55,"57","Sales Assistants and Salespersons","SAaS",2014
"62","Macarthur",1.61111111111111,"22","Sales Assistants and Salespersons","SAaS",2014
"62","Southern",1.11111111111111,"108","Sales Assistants and Salespersons","SAaS",2014
"62","Liverpool",2.16666666666667,"19","Sales Assistants and Salespersons","SAaS",2014
"62","Mt Isa",2,"76","Sales Assistants and Salespersons","SAaS",2014
"62","Kiewa",1,"53","Sales Assistants and Salespersons","SAaS",2014
"62","Lachlan",1,"18","Sales Assistants and Salespersons","SAaS",2014
"62","Midlands/Wheatbelt",1.05555555555556,"105","Sales Assistants and Salespersons","SAaS",2014
"62","Inner Western Sydney",2,"16","Sales Assistants and Salespersons","SAaS",2014
"62","Northern Sydney",2.08695652173913,"29","Sales Assistants and Salespersons","SAaS",2014
"62","Yarra",1.70967741935484,"64","Sales Assistants and Salespersons","SAaS",2014
"62","Cairns",1.5,"66","Sales Assistants and Salespersons","SAaS",2014
"62","East Metro",1.28571428571429,"101","Sales Assistants and Salespersons","SAaS",2014
"62","Ipswich",1.5,"73","Sales Assistants and Salespersons","SAaS",2014
"62","Gawler",1.2,"88","Sales Assistants and Salespersons","SAaS",2014
"62","Fairfield",0.939393939393939,"10","Sales Assistants and Salespersons","SAaS",2014
"62","Richmond",1,"34","Sales Assistants and Salespersons","SAaS",2014
"62","Wollongong",3.25,"43","Sales Assistants and Salespersons","SAaS",2014
"62","Outer Western Sydney",1.2,"31","Sales Assistants and Salespersons","SAaS",2014
"62","Plenty",1.33333333333333,"60","Sales Assistants and Salespersons","SAaS",2014
"62","Mackay",1.55,"75","Sales Assistants and Salespersons","SAaS",2014
"63","Darwin",1,"113","Sales Support Workers","SlSW",2014
"63","Orana",1,"30","Sales Support Workers","SlSW",2014
"63","Chifley",3,"5","Sales Support Workers","SlSW",2014
"63","Keepit",1,"17","Sales Support Workers","SlSW",2014
"63","Sunshine Coast",1,"80","Sales Support Workers","SlSW",2014
"63","Lower South Coast",1,"21","Sales Support Workers","SlSW",2014
"63","Calder",1.5,"46","Sales Support Workers","SlSW",2014
"63","Northern Adelaide",0.5,"92","Sales Support Workers","SlSW",2014
"63","Central and West Metro",1,"99","Sales Support Workers","SlSW",2014
"63","Hobart",1,"109","Sales Support Workers","SlSW",2014
"63","Westgate",1,"63","Sales Support Workers","SlSW",2014
"63","Sunraysia",1,"61","Sales Support Workers","SlSW",2014
"63","Ovens",0.25,"58","Sales Support Workers","SlSW",2014
"63","Kimberley",1.5,"103","Sales Support Workers","SlSW",2014
"63","Logan",0.769230769230769,"74","Sales Support Workers","SlSW",2014
"63","Manning",1,"24","Sales Support Workers","SlSW",2014
"63","Lower Hunter",1.42857142857143,"20","Sales Support Workers","SlSW",2014
"63","South Brisbane",1,"79","Sales Support Workers","SlSW",2014
"63","North Brisbane",2.5,"77","Sales Support Workers","SlSW",2014
"63","New England",1,"27","Sales Support Workers","SlSW",2014
"63","Riverland",1,"95","Sales Support Workers","SlSW",2014
"63","Western Adelaide",1.5,"98","Sales Support Workers","SlSW",2014
"63","Clarence",2,"6","Sales Support Workers","SlSW",2014
"63","Peninsula",11,"59","Sales Support Workers","SlSW",2014
"63","Townsville",2,"82","Sales Support Workers","SlSW",2014
"63","Warwick",1,"83","Sales Support Workers","SlSW",2014
"63","ACT/Queanbeyan",1,"1","Sales Support Workers","SlSW",2014
"63","Gympie",1,"72","Sales Support Workers","SlSW",2014
"63","Bayside",3.33333333333333,"44","Sales Support Workers","SlSW",2014
"63","Gold Coast",1.13513513513514,"71","Sales Support Workers","SlSW",2014
"63","Fairfield",1,"10","Sales Support Workers","SlSW",2014
"63","Alice Springs",1,"112","Sales Support Workers","SlSW",2014
"63","Nepean",1,"26","Sales Support Workers","SlSW",2014
"63","Toowoomba",1,"81","Sales Support Workers","SlSW",2014
"63","Midlands/Wheatbelt",1,"105","Sales Support Workers","SlSW",2014
"63","Maroondah",1,"55","Sales Support Workers","SlSW",2014
"63","Inner Western Sydney",1,"16","Sales Support Workers","SlSW",2014
"63","Central Coast",0.666666666666667,"3","Sales Support Workers","SlSW",2014
"63","Fraser Coast",2,"69","Sales Support Workers","SlSW",2014
"63","Canterbury/Bankstown",0.5,"2","Sales Support Workers","SlSW",2014
"63","South Eastern",1,"36","Sales Support Workers","SlSW",2014
"63","Eastern Adelaide",2.33333333333333,"86","Sales Support Workers","SlSW",2014
"63","Inner Sydney",1.44444444444444,"15","Sales Support Workers","SlSW",2014
"63","Geelong",1,"49","Sales Support Workers","SlSW",2014
"63","Central Western Sydney",1.71428571428571,"4","Sales Support Workers","SlSW",2014
"63","Lachlan",1,"18","Sales Support Workers","SlSW",2014
"63","Latrobe Valley",1,"54","Sales Support Workers","SlSW",2014
"63","Yarra",1,"64","Sales Support Workers","SlSW",2014
"63","Southern Adelaide",2,"97","Sales Support Workers","SlSW",2014
"63","Gwydir Namoi",1,"12","Sales Support Workers","SlSW",2014
"63","Hunter",2,"14","Sales Support Workers","SlSW",2014
"63","Gladstone",2,"70","Sales Support Workers","SlSW",2014
"63","Patterson",0.166666666666667,"33","Sales Support Workers","SlSW",2014
"63","East Metro",6,"101","Sales Support Workers","SlSW",2014
"63","Mackay",1.5,"75","Sales Support Workers","SlSW",2014
"63","Wollongong",1,"43","Sales Support Workers","SlSW",2014
"63","Cairns",1,"66","Sales Support Workers","SlSW",2014
"63","Eastern Suburbs",1,"8","Sales Support Workers","SlSW",2014
"63","Outer Western Sydney",1,"31","Sales Support Workers","SlSW",2014
"63","Northern Sydney",1.66666666666667,"29","Sales Support Workers","SlSW",2014
"63","Plenty",1,"60","Sales Support Workers","SlSW",2014
"63","Shoalhaven",1.25,"35","Sales Support Workers","SlSW",2014
"63","Ipswich",1,"73","Sales Support Workers","SlSW",2014
"71","Peninsula",1,"59","Machine and Stationary Plant Operators","MaSPO",2014
"71","Nepean",4,"26","Machine and Stationary Plant Operators","MaSPO",2014
"71","Kimberley",0.666666666666667,"103","Machine and Stationary Plant Operators","MaSPO",2014
"71","Central Western Sydney",3.5,"4","Machine and Stationary Plant Operators","MaSPO",2014
"71","Upper Hunter",5,"41","Machine and Stationary Plant Operators","MaSPO",2014
"71","Gwydir Namoi",4,"12","Machine and Stationary Plant Operators","MaSPO",2014
"71","Murraylands",1,"90","Machine and Stationary Plant Operators","MaSPO",2014
"71","Inner Sydney",3.75,"15","Machine and Stationary Plant Operators","MaSPO",2014
"71","St George-Sutherland",2.5,"38","Machine and Stationary Plant Operators","MaSPO",2014
"71","Fraser Coast",1,"69","Machine and Stationary Plant Operators","MaSPO",2014
"71","Orana",2,"30","Machine and Stationary Plant Operators","MaSPO",2014
"71","Townsville",1,"82","Machine and Stationary Plant Operators","MaSPO",2014
"71","Monash",1.5,"57","Machine and Stationary Plant Operators","MaSPO",2014
"71","Bendigo",0.5,"45","Machine and Stationary Plant Operators","MaSPO",2014
"71","Inner Western Sydney",1,"16","Machine and Stationary Plant Operators","MaSPO",2014
"71","Far North",1,"68","Machine and Stationary Plant Operators","MaSPO",2014
"71","West and North West",1,"111","Machine and Stationary Plant Operators","MaSPO",2014
"71","Ovens",1.33333333333333,"58","Machine and Stationary Plant Operators","MaSPO",2014
"71","Lower Hunter",1.83333333333333,"20","Machine and Stationary Plant Operators","MaSPO",2014
"71","Logan",1.61538461538462,"74","Machine and Stationary Plant Operators","MaSPO",2014
"71","Northern Sydney",2,"29","Machine and Stationary Plant Operators","MaSPO",2014
"71","Toowoomba",3,"81","Machine and Stationary Plant Operators","MaSPO",2014
"71","Mid West and Gascoyne",2,"104","Machine and Stationary Plant Operators","MaSPO",2014
"71","Capricornia",1.11111111111111,"67","Machine and Stationary Plant Operators","MaSPO",2014
"71","Eastern Adelaide",1.5,"86","Machine and Stationary Plant Operators","MaSPO",2014
"71","Lachlan",3,"18","Machine and Stationary Plant Operators","MaSPO",2014
"71","Mt Isa",1.125,"76","Machine and Stationary Plant Operators","MaSPO",2014
"71","Mackay",1.53333333333333,"75","Machine and Stationary Plant Operators","MaSPO",2014
"71","Hobart",1,"109","Machine and Stationary Plant Operators","MaSPO",2014
"71","Windamere",1,"42","Machine and Stationary Plant Operators","MaSPO",2014
"71","Warwick",3,"83","Machine and Stationary Plant Operators","MaSPO",2014
"71","Hunter",2,"14","Machine and Stationary Plant Operators","MaSPO",2014
"71","Northern Adelaide",2.5,"92","Machine and Stationary Plant Operators","MaSPO",2014
"71","Tennant Creek",1,"115","Machine and Stationary Plant Operators","MaSPO",2014
"71","Western Downs",2.33333333333333,"84","Machine and Stationary Plant Operators","MaSPO",2014
"71","South Eastern",2.5,"36","Machine and Stationary Plant Operators","MaSPO",2014
"71","Latrobe Valley",0.8,"54","Machine and Stationary Plant Operators","MaSPO",2014
"71","Bundaberg",1,"65","Machine and Stationary Plant Operators","MaSPO",2014
"71","Canterbury/Bankstown",1,"2","Machine and Stationary Plant Operators","MaSPO",2014
"71","Gold Coast",4.5,"71","Machine and Stationary Plant Operators","MaSPO",2014
"71","North Coast",1.5,"28","Machine and Stationary Plant Operators","MaSPO",2014
"71","Shoalhaven",1,"35","Machine and Stationary Plant Operators","MaSPO",2014
"71","Dale",1,"100","Machine and Stationary Plant Operators","MaSPO",2014
"71","Central Coast",2,"3","Machine and Stationary Plant Operators","MaSPO",2014
"71","Hastings",1,"13","Machine and Stationary Plant Operators","MaSPO",2014
"71","Bayside",1,"44","Machine and Stationary Plant Operators","MaSPO",2014
"71","Liverpool",6,"19","Machine and Stationary Plant Operators","MaSPO",2014
"71","Gawler",1,"88","Machine and Stationary Plant Operators","MaSPO",2014
"71","Western District",1,"62","Machine and Stationary Plant Operators","MaSPO",2014
"71","Western Adelaide",1.66666666666667,"98","Machine and Stationary Plant Operators","MaSPO",2014
"71","Gladstone",2.2,"70","Machine and Stationary Plant Operators","MaSPO",2014
"71","Tweed",1,"40","Machine and Stationary Plant Operators","MaSPO",2014
"71","Goulburn Valley",1.5,"50","Machine and Stationary Plant Operators","MaSPO",2014
"71","Coffs Harbour",1,"7","Machine and Stationary Plant Operators","MaSPO",2014
"71","Ipswich",1,"73","Machine and Stationary Plant Operators","MaSPO",2014
"71","Eurobodalla",1,"9","Machine and Stationary Plant Operators","MaSPO",2014
"71","South Brisbane",1.41666666666667,"79","Machine and Stationary Plant Operators","MaSPO",2014
"71","Southern Adelaide",1,"97","Machine and Stationary Plant Operators","MaSPO",2014
"71","Southern Ranges",2,"37","Machine and Stationary Plant Operators","MaSPO",2014
"71","Port Lincoln/Ceduna",1,"93","Machine and Stationary Plant Operators","MaSPO",2014
"71","Lower South Coast",1,"21","Machine and Stationary Plant Operators","MaSPO",2014
"71","Westgate",3.5,"63","Machine and Stationary Plant Operators","MaSPO",2014
"71","Goldfields/Esperance",0.8,"102","Machine and Stationary Plant Operators","MaSPO",2014
"71","Wollongong",1,"43","Machine and Stationary Plant Operators","MaSPO",2014
"71","Darwin",1,"113","Machine and Stationary Plant Operators","MaSPO",2014
"71","Outer Western Sydney",3,"31","Machine and Stationary Plant Operators","MaSPO",2014
"71","Pilbara",0.666666666666667,"107","Machine and Stationary Plant Operators","MaSPO",2014
"71","Grampians",1,"51","Machine and Stationary Plant Operators","MaSPO",2014
"71","Outer North Brisbane",1,"78","Machine and Stationary Plant Operators","MaSPO",2014
"71","Midlands/Wheatbelt",1,"105","Machine and Stationary Plant Operators","MaSPO",2014
"71","Sunraysia",1,"61","Machine and Stationary Plant Operators","MaSPO",2014
"71","North Brisbane",1.18181818181818,"77","Machine and Stationary Plant Operators","MaSPO",2014
"71","Calder",0.666666666666667,"46","Machine and Stationary Plant Operators","MaSPO",2014
"71","Alice Springs",1,"112","Machine and Stationary Plant Operators","MaSPO",2014
"71","Cairns",2.66666666666667,"66","Machine and Stationary Plant Operators","MaSPO",2014
"71","Manning",1.33333333333333,"24","Machine and Stationary Plant Operators","MaSPO",2014
"71","Sunshine Coast",2,"80","Machine and Stationary Plant Operators","MaSPO",2014
"71","Southern",1.4,"108","Machine and Stationary Plant Operators","MaSPO",2014
"71","Eastern Suburbs",1,"8","Machine and Stationary Plant Operators","MaSPO",2014
"71","North Metro",2,"106","Machine and Stationary Plant Operators","MaSPO",2014
"71","Port Pirie",1,"94","Machine and Stationary Plant Operators","MaSPO",2014
"71","Gympie",0.833333333333333,"72","Machine and Stationary Plant Operators","MaSPO",2014
"71","Yarra",2,"64","Machine and Stationary Plant Operators","MaSPO",2014
"71","Eureka",1,"48","Machine and Stationary Plant Operators","MaSPO",2014
"71","Keepit",2,"17","Machine and Stationary Plant Operators","MaSPO",2014
"71","Clarence",1,"6","Machine and Stationary Plant Operators","MaSPO",2014
"71","Fairfield",1.28571428571429,"10","Machine and Stationary Plant Operators","MaSPO",2014
"71","Central and West Metro",1.72222222222222,"99","Machine and Stationary Plant Operators","MaSPO",2014
"71","South East",1,"96","Machine and Stationary Plant Operators","MaSPO",2014
"71","East Metro",1.85714285714286,"101","Machine and Stationary Plant Operators","MaSPO",2014
"71","Macarthur",1,"22","Machine and Stationary Plant Operators","MaSPO",2014
"71","Maroondah",3.5,"55","Machine and Stationary Plant Operators","MaSPO",2014
"71","Far West",0.5,"11","Machine and Stationary Plant Operators","MaSPO",2014
"72","Western Adelaide",2,"98","Mobile Plant Operators","MbPO",2014
"72","Keepit",1.5,"17","Mobile Plant Operators","MbPO",2014
"72","Mt Isa",3,"76","Mobile Plant Operators","MbPO",2014
"72","Inner Sydney",2,"15","Mobile Plant Operators","MbPO",2014
"72","Hobart",1,"109","Mobile Plant Operators","MbPO",2014
"72","North Brisbane",1.33333333333333,"77","Mobile Plant Operators","MbPO",2014
"72","Nepean",1,"26","Mobile Plant Operators","MbPO",2014
"72","Katherine",1,"114","Mobile Plant Operators","MbPO",2014
"72","Gold Coast",1.15384615384615,"71","Mobile Plant Operators","MbPO",2014
"72","Central Coast",1.5,"3","Mobile Plant Operators","MbPO",2014
"72","Gympie",2,"72","Mobile Plant Operators","MbPO",2014
"72","Sunshine Coast",1.33333333333333,"80","Mobile Plant Operators","MbPO",2014
"72","Eurobodalla",1,"9","Mobile Plant Operators","MbPO",2014
"72","New England",1.25,"27","Mobile Plant Operators","MbPO",2014
"72","Capricornia",2.33333333333333,"67","Mobile Plant Operators","MbPO",2014
"72","Macleay",1.5,"23","Mobile Plant Operators","MbPO",2014
"72","Upper Hunter",1,"41","Mobile Plant Operators","MbPO",2014
"72","South Brisbane",1.15789473684211,"79","Mobile Plant Operators","MbPO",2014
"72","Central Western Sydney",1.5,"4","Mobile Plant Operators","MbPO",2014
"72","Lower Hunter",1.66666666666667,"20","Mobile Plant Operators","MbPO",2014
"72","North Metro",2.57142857142857,"106","Mobile Plant Operators","MbPO",2014
"72","Far North",1,"68","Mobile Plant Operators","MbPO",2014
"72","Kimberley",0.4,"103","Mobile Plant Operators","MbPO",2014
"72","West and North West",1.5,"111","Mobile Plant Operators","MbPO",2014
"72","North Country",0.333333333333333,"91","Mobile Plant Operators","MbPO",2014
"72","Windamere",1,"42","Mobile Plant Operators","MbPO",2014
"72","Fraser Coast",2,"69","Mobile Plant Operators","MbPO",2014
"72","Ovens",1,"58","Mobile Plant Operators","MbPO",2014
"72","Chifley",1,"5","Mobile Plant Operators","MbPO",2014
"72","Westgate",0.75,"63","Mobile Plant Operators","MbPO",2014
"72","Midlands/Wheatbelt",1,"105","Mobile Plant Operators","MbPO",2014
"72","Calder",1.33333333333333,"46","Mobile Plant Operators","MbPO",2014
"72","Northern Adelaide",2,"92","Mobile Plant Operators","MbPO",2014
"72","Southern",1.375,"108","Mobile Plant Operators","MbPO",2014
"72","Manning",1.66666666666667,"24","Mobile Plant Operators","MbPO",2014
"72","Murray Darling",2,"25","Mobile Plant Operators","MbPO",2014
"72","Townsville",1.11111111111111,"82","Mobile Plant Operators","MbPO",2014
"72","Eastern Adelaide",1,"86","Mobile Plant Operators","MbPO",2014
"72","Warwick",1,"83","Mobile Plant Operators","MbPO",2014
"72","Ipswich",1.66666666666667,"73","Mobile Plant Operators","MbPO",2014
"72","North Coast",0.666666666666667,"28","Mobile Plant Operators","MbPO",2014
"72","Fairfield",1,"10","Mobile Plant Operators","MbPO",2014
"72","Fleurieu/Kangaroo Island",1,"87","Mobile Plant Operators","MbPO",2014
"72","Outer North Brisbane",1,"78","Mobile Plant Operators","MbPO",2014
"72","Orana",1.6,"30","Mobile Plant Operators","MbPO",2014
"72","Gladstone",0.833333333333333,"70","Mobile Plant Operators","MbPO",2014
"72","Monash",0.5,"57","Mobile Plant Operators","MbPO",2014
"72","Liverpool",1,"19","Mobile Plant Operators","MbPO",2014
"72","Western Downs",1.71428571428571,"84","Mobile Plant Operators","MbPO",2014
"72","Darwin",1,"113","Mobile Plant Operators","MbPO",2014
"72","Hunter",2,"14","Mobile Plant Operators","MbPO",2014
"72","Sturt",3,"39","Mobile Plant Operators","MbPO",2014
"72","Pilbara",0.666666666666667,"107","Mobile Plant Operators","MbPO",2014
"72","Clarence",3,"6","Mobile Plant Operators","MbPO",2014
"72","Outer Western Sydney",0.666666666666667,"31","Mobile Plant Operators","MbPO",2014
"72","Richmond",1,"34","Mobile Plant Operators","MbPO",2014
"72","East Gippsland",1,"47","Mobile Plant Operators","MbPO",2014
"72","Logan",1.85714285714286,"74","Mobile Plant Operators","MbPO",2014
"72","Riverland",0.166666666666667,"95","Mobile Plant Operators","MbPO",2014
"72","Latrobe Valley",1,"54","Mobile Plant Operators","MbPO",2014
"72","Gwydir Namoi",1.2,"12","Mobile Plant Operators","MbPO",2014
"72","Eastern Suburbs",1,"8","Mobile Plant Operators","MbPO",2014
"72","Northern Sydney",2,"29","Mobile Plant Operators","MbPO",2014
"72","East Metro",1.55555555555556,"101","Mobile Plant Operators","MbPO",2014
"72","Southern Adelaide",1,"97","Mobile Plant Operators","MbPO",2014
"72","Inner Western Sydney",2,"16","Mobile Plant Operators","MbPO",2014
"72","Macarthur",1.5,"22","Mobile Plant Operators","MbPO",2014
"72","Toowoomba",1.8,"81","Mobile Plant Operators","MbPO",2014
"72","Alice Springs",1,"112","Mobile Plant Operators","MbPO",2014
"72","ACT/Queanbeyan",1,"1","Mobile Plant Operators","MbPO",2014
"72","South Eastern",1,"36","Mobile Plant Operators","MbPO",2014
"72","Goldfields/Esperance",1.33333333333333,"102","Mobile Plant Operators","MbPO",2014
"72","Yarra",1.5,"64","Mobile Plant Operators","MbPO",2014
"72","Mid West and Gascoyne",1,"104","Mobile Plant Operators","MbPO",2014
"72","Maroondah",1,"55","Mobile Plant Operators","MbPO",2014
"72","Tweed",1.5,"40","Mobile Plant Operators","MbPO",2014
"72","Bayside",1,"44","Mobile Plant Operators","MbPO",2014
"72","Mackay",2.44444444444444,"75","Mobile Plant Operators","MbPO",2014
"72","Central and West Metro",1.5625,"99","Mobile Plant Operators","MbPO",2014
"72","Cairns",1.5,"66","Mobile Plant Operators","MbPO",2014
"72","Hastings",1,"13","Mobile Plant Operators","MbPO",2014
"72","Gawler",1.33333333333333,"88","Mobile Plant Operators","MbPO",2014
"72","Plenty",1,"60","Mobile Plant Operators","MbPO",2014
"72","Southern Ranges",4,"37","Mobile Plant Operators","MbPO",2014
"73","North Brisbane",1.65217391304348,"77","Road and Rail Drivers","RaRD",2014
"73","Katherine",1,"114","Road and Rail Drivers","RaRD",2014
"73","Nepean",2.28571428571429,"26","Road and Rail Drivers","RaRD",2014
"73","Keepit",0.8,"17","Road and Rail Drivers","RaRD",2014
"73","Oxley",0.333333333333333,"32","Road and Rail Drivers","RaRD",2014
"73","Chifley",7,"5","Road and Rail Drivers","RaRD",2014
